from_pkg	kind	target	to_pkg	confidence
python-typogrify	import	jinja2	python-Jinja2	guess
python-typogrify	import	markupsafe	python-MarkupSafe	guess
python-typogrify	import	smartypants	python-smartypants	guess
python-urllib3	import	brotli	brotli	guess
python-urllib3	import	idna	python-idna	guess
python-vcs_versioning	import	packaging	python-packaging	guess
python-wheel	import	packaging	python-packaging	guess
python2	build	Cython	Cython	guess
python2	import	brotli	brotli	guess
python2	import	com	libwebp	guess
python2	import	docutils	python-docutils	guess
python2	import	google	protobuf	guess
python2	import	importlib_metadata	python-importlib_metadata	guess
python2	import	lxml	python-lxml	guess
python2	import	numpy	python-numpy	guess
python2	import	pygments	python-pygments	guess
python2	import	pyparsing	pyparsing	guess
python2	import	urllib3	python-urllib3	guess
python2	import	wheel	python-wheel	guess
python2	import	zipp	python-zipp	guess
python3	import	numpy	python-numpy	guess
python3	import	psutil	python-psutil	guess
qemu	exec	/usr/bin/smbd	samba	guess
qt5	dlopen	libnssckbi.so	mozilla-nss	guess
qt6	dlopen	libGL.so.1	libglvnd	guess
qt6	dlopen	libadwaita.so	gnome-themes-extra	guess
qt6	dlopen	libnssckbi.so	mozilla-nss	guess
qt6	dlopen	libpci.so.3	pciutils	guess
qt6	dlopen	libvulkan.so.1	vulkan-sdk	guess
qt6	dlopen	libvulkan_intel.so	mesa	guess
qt6	dlopen	libvulkan_radeon.so	mesa	guess
qt6	dlopen	libxcb-present.so.0	libxcb	guess
rcs	exec	/usr/bin/diff	diffutils	guess
rcs	exec	/usr/bin/diff3	diffutils	guess
rdist	exec	/usr/bin/rsh	netkit-rsh	guess
rdist	exec	/usr/bin/sendmail	postfix	guess
rp-pppoe	exec	/usr/bin/pppd	ppp	guess
rust	import	lldb	llvm	guess
s-nail	exec	/usr/bin/sendmail	postfix	guess
samba	import	dns	python-dnspython	guess
samba	import	markdown	python-markdown	guess
samba	import	requests	python-requests	guess
scons	import	importlib_metadata	python-importlib_metadata	guess
scons	import	libxml2	libxml2	guess
scons	import	libxslt	libxslt	guess
scons	import	lxml	python-lxml	guess
scons	import	psutil	python-psutil	guess
sdl	dlopen	libGL.so.1	libglvnd	guess
sdl	dlopen	libasound.so.2	aaa_libraries	guess
sdl	dlopen	libfluidsynth.so.3	fluidsynth	guess
sdl	dlopen	libpulse-simple.so.0	pulseaudio	guess
sdl	dlopen	libwebp.so.7	libwebp	guess
seamonkey	dlopen	libEGL.so.1	libglvnd	guess
seamonkey	dlopen	libGLESv2.so.2	libglvnd	guess
seamonkey	dlopen	libICE.so.6	libICE	guess
seamonkey	dlopen	libSM.so.6	libSM	guess
seamonkey	dlopen	libXss.so.1	libXScrnSaver	guess
seamonkey	dlopen	libatk-bridge-2.0.so.0	at-spi2-core	guess
seamonkey	dlopen	libcanberra.so.0	libcanberra	guess
seamonkey	dlopen	libcups.so.2	aaa_libraries	guess
seamonkey	dlopen	libgssapi_krb5.so.2	aaa_libraries	guess
seamonkey	dlopen	libmozavcodec.so	mozilla-firefox	guess
seamonkey	dlopen	libnotify.so.4	libnotify	guess
seamonkey	dlopen	libnssckbi.so	mozilla-nss	guess
seamonkey	dlopen	libpulse.so.0	pulseaudio	guess
seamonkey	dlopen	libspeechd.so.2	speech-dispatcher	guess
seamonkey	dlopen	libudev.so.1	aaa_libraries	guess
shadow	exec	/usr/bin/nscd	glibc	guess
sip	import	packaging	python-packaging	guess
slang1	dlopen	libslang.so.1	aaa_libraries	guess
speech-dispatcher	import	xdg	pyxdg	guess
spice	exec	/usr/bin/gstack	gdb	guess
squashfs-tools	exec	/usr/bin/less	less	guess
sudo	exec	/usr/bin/sendmail	postfix	guess
svgalib	dlopen	libvgagl.so.1	aaa_libraries	guess
system-config-printer	import	dbus	dbus-python	guess
system-config-printer	import	gi	pygobject3	guess
tar	exec	/usr/bin/rsh	netkit-rsh	guess
tin	exec	/usr/bin/gpg	gnupg2	guess
tin	exec	/usr/bin/ispell	ispell	guess
tin	exec	/usr/bin/lpr	cups	guess
tin	exec	/usr/bin/sendmail	postfix	guess
udisks2	dlopen	libbd_lvm.so.3	libblockdev	guess
upower	import	dbus	dbus-python	guess
upower	import	gi	pygobject3	guess
upower	import	packaging	python-packaging	guess
util-linux	exec	/usr/bin/ntpdate	ntp	guess
valgrind	dlopen	ld-linux-x86-64.so.2	aaa_glibc-solibs	guess
valgrind	dlopen	ld-linux.so.2	aaa_glibc-solibs	guess
valgrind	dlopen	libpthread.so.0	aaa_glibc-solibs	guess
vim	dlopen	libpython3.12.so.1.0	python3	guess
vim	dlopen	libruby.so.4.0	ruby	guess
vim-gvim	dlopen	libpython3.12.so.1.0	python3	guess
vim-gvim	dlopen	libruby.so.4.0	ruby	guess
wlroots	exec	/usr/bin/Xwayland	xorg-server-xwayland	guess
xdm	exec	/usr/bin/xrdb	xrdb	guess
xdm	exec	/usr/bin/xterm	xterm	guess
xfce4-screensaver	import	gi	pygobject3	guess
xfce4-session	exec	/usr/bin/iceauth	iceauth	guess
xfsdump	exec	/usr/bin/rsh	netkit-rsh	guess
xfsprogs	import	dbus	dbus-python	guess
xrdb	exec	/usr/bin/cpp	gcc	guess
xsm	exec	/usr/bin/ssh	openssh	guess
xterm	exec	/usr/bin/luit	luit	guess
zlib	dlopen	libz.so.1	aaa_libraries	guess
curl	use	/etc/ssl/certs	ca-certificates	manual
git	use	/etc/ssl/certs	ca-certificates	manual
openssl	use	/etc/ssl/certs	ca-certificates	manual
wget	use	/etc/ssl/certs	ca-certificates	manual
