from_pkg	to_pkg	via
kmouth	kcolorscheme	linked
kmouth	kcompletion	linked
kmouth	kconfig	linked
kmouth	kconfigwidgets	linked
kmouth	kcoreaddons	linked
kmouth	kcrash	linked
kmouth	kglobalaccel	lib
kmouth	kguiaddons	linked
kmouth	ki18n	linked
kmouth	kiconthemes	lib
kmouth	kio	linked
kmouth	kitemviews	lib
kmouth	kjobwidgets	linked
kmouth	knotifications	lib
kmouth	kservice	linked
kmouth	kwidgetsaddons	linked
kmouth	kwindowsystem	lib
kmouth	kxmlgui	linked
kmouth	lame	lib
kmouth	libX11	lib
kmouth	libXau	lib
kmouth	libXdmcp	lib
kmouth	libXext	lib
kmouth	libXfixes	lib
kmouth	libasyncns	lib
kmouth	libcanberra	lib
kmouth	libglvnd	linked
kmouth	libimobiledevice	lib
kmouth	libimobiledevice-glue	lib
kmouth	libogg	lib
kmouth	libplist	lib
kmouth	libproxy	lib
kmouth	libsndfile	lib
kmouth	liburing	lib
kmouth	libusbmuxd	lib
kmouth	libvorbis	lib
kmouth	libxcb	lib
kmouth	mpg123	lib
kmouth	nghttp2	lib
kmouth	nghttp3	lib
kmouth	ngtcp2	lib
kmouth	openssl	lib
kmouth	openssl-solibs	lib
kmouth	opus	lib
kmouth	pcre2	lib
kmouth	pulseaudio	lib
kmouth	qt6	linked
kmouth	solid	lib
kmouth	util-linux	lib
kmouth	wayland	lib
kmouth	xcb-util-keysyms	lib
kmplot	aaa_glibc-solibs	linked
kmplot	aaa_libraries	linked
kmplot	breeze-icons	lib
kmplot	brotli	lib
kmplot	cyrus-sasl	lib
kmplot	dbus	lib
kmplot	duktape	lib
kmplot	e2fsprogs	lib
kmplot	flac	lib
kmplot	fontconfig	lib
kmplot	freetype	lib
kmplot	glib2	lib
kmplot	graphite2	lib
kmplot	harfbuzz	lib
kmplot	icu4c	lib
kmplot	karchive	lib
kmplot	kcodecs	lib
kmplot	kcolorscheme	linked
kmplot	kcompletion	linked
kmplot	kconfig	linked
kmplot	kconfigwidgets	linked
kmplot	kcoreaddons	linked
kmplot	kcrash	linked
kmplot	kdbusaddons	linked
kmplot	kglobalaccel	lib
kmplot	kguiaddons	linked
kmplot	ki18n	linked
kmplot	kiconthemes	lib
kmplot	kio	linked
kmplot	kitemviews	lib
kmplot	kjobwidgets	linked
kmplot	knotifications	lib
kmplot	kparts	linked
kmplot	kservice	linked
kmplot	ktextwidgets	linked
kmplot	kwidgetsaddons	linked
kmplot	kwindowsystem	lib
kmplot	kxmlgui	linked
kmplot	lame	lib
kmplot	libX11	lib
kmplot	libXau	lib
kmplot	libXdmcp	lib
kmplot	libXext	lib
kmplot	libXfixes	lib
kmplot	libasyncns	lib
kmplot	libcanberra	lib
kmplot	libglvnd	linked
kmplot	libimobiledevice	lib
kmplot	libimobiledevice-glue	lib
kmplot	libogg	lib
kmplot	libplist	lib
kmplot	libproxy	lib
kmplot	libsndfile	lib
kmplot	liburing	lib
kmplot	libusbmuxd	lib
kmplot	libvorbis	lib
kmplot	libxcb	lib
kmplot	mpg123	lib
kmplot	nghttp2	lib
kmplot	nghttp3	lib
kmplot	ngtcp2	lib
kmplot	openssl	lib
kmplot	openssl-solibs	lib
kmplot	opus	lib
kmplot	pcre2	lib
kmplot	pulseaudio	lib
kmplot	qt6	linked
kmplot	solid	lib
kmplot	sonnet	linked
kmplot	util-linux	lib
kmplot	wayland	lib
kmplot	xcb-util-keysyms	lib
kmymoney	aaa_glibc-solibs	linked
kmymoney	aaa_libraries	linked
kmymoney	akonadi	linked
kmymoney	alkimia	linked
kmymoney	aom	lib
kmymoney	attica	lib
kmymoney	breeze-icons	lib
kmymoney	brotli	lib
kmymoney	cairo	lib
kmymoney	cyrus-sasl	lib
kmymoney	dav1d	lib
kmymoney	dbus	lib
kmymoney	duktape	lib
kmymoney	e2fsprogs	lib
kmymoney	ffmpeg	lib
kmymoney	flac	lib
kmymoney	fontconfig	lib
kmymoney	freetype	lib
kmymoney	fribidi	lib
kmymoney	gdk-pixbuf2	lib
kmymoney	glib2	lib
kmymoney	gnutls	lib
kmymoney	gpgme	lib
kmymoney	gpgmepp	linked
kmymoney	graphite2	lib
kmymoney	harfbuzz	lib
kmymoney	icu4c	lib
kmymoney	jansson	lib
kmymoney	karchive	linked
kmymoney	kcmutils	linked
kmymoney	kcodecs	lib
kmymoney	kcolorscheme	linked
kmymoney	kcompletion	linked
kmymoney	kconfig	linked
kmymoney	kconfigwidgets	linked
kmymoney	kcontacts	linked
kmymoney	kcoreaddons	linked
kmymoney	kcrash	linked
kmymoney	kdiagram	linked
kmymoney	kglobalaccel	lib
kmymoney	kguiaddons	lib
kmymoney	kholidays	linked
kmymoney	ki18n	linked
kmymoney	kiconthemes	lib
kmymoney	kidentitymanagement	linked
kmymoney	kio	linked
kmymoney	kitemmodels	linked
kmymoney	kitemviews	linked
kmymoney	kjobwidgets	linked
kmymoney	knewstuff	lib
kmymoney	knotifications	lib
kmymoney	kpackage	lib
kmymoney	kservice	lib
kmymoney	ktextwidgets	linked
kmymoney	kwidgetsaddons	linked
kmymoney	kwindowsystem	lib
kmymoney	kxmlgui	linked
kmymoney	lame	lib
kmymoney	lcms2	lib
kmymoney	libX11	lib
kmymoney	libXau	lib
kmymoney	libXcomposite	lib
kmymoney	libXdamage	lib
kmymoney	libXdmcp	lib
kmymoney	libXext	lib
kmymoney	libXfixes	lib
kmymoney	libXi	lib
kmymoney	libXrandr	lib
kmymoney	libXrender	lib
kmymoney	libXtst	lib
kmymoney	libassuan	lib
kmymoney	libasyncns	lib
kmymoney	libbluray	lib
kmymoney	libcanberra	lib
kmymoney	libdeflate	lib
kmymoney	libdrm	lib
kmymoney	libgcrypt	lib
kmymoney	libglvnd	lib
kmymoney	libical	linked
kmymoney	libimobiledevice	lib
kmymoney	libimobiledevice-glue	lib
kmymoney	libogg	lib
kmymoney	libplist	lib
kmymoney	libproxy	lib
kmymoney	librsvg	lib
kmymoney	libsecret	lib
kmymoney	libsndfile	lib
kmymoney	libssh	lib
kmymoney	libtheora	lib
kmymoney	liburing	lib
kmymoney	libusbmuxd	lib
kmymoney	libva	lib
kmymoney	libvdpau	lib
kmymoney	libvorbis	lib
kmymoney	libvpx	lib
kmymoney	libwebp	lib
kmymoney	libxcb	lib
kmymoney	libxkbfile	lib
kmymoney	libxml2	lib
kmymoney	libxslt	lib
kmymoney	mesa	lib
kmymoney	mozilla-nss	lib
kmymoney	mpg123	lib
kmymoney	nettle	lib
kmymoney	nghttp2	lib
kmymoney	nghttp3	lib
kmymoney	ngtcp2	lib
kmymoney	ocl-icd	lib
kmymoney	openjpeg	lib
kmymoney	openssl	lib
kmymoney	openssl-solibs	lib
kmymoney	opus	lib
kmymoney	p11-kit	lib
kmymoney	pango	lib
kmymoney	pcre2	lib
kmymoney	pixman	lib
kmymoney	pulseaudio	lib
kmymoney	python3	linked
kmymoney	qt6	linked
kmymoney	qtkeychain	linked
kmymoney	samba	lib
kmymoney	solid	lib
kmymoney	sonnet	linked
kmymoney	speex	lib
kmymoney	syndication	lib
kmymoney	talloc	lib
kmymoney	tevent	lib
kmymoney	util-linux	lib
kmymoney	wayland	lib
kmymoney	xcb-util-keysyms	lib
knavalbattle	aaa_glibc-solibs	linked
knavalbattle	aaa_libraries	linked
knavalbattle	attica	lib
knavalbattle	breeze-icons	lib
knavalbattle	brotli	lib
knavalbattle	cyrus-sasl	lib
knavalbattle	dbus	lib
knavalbattle	duktape	lib
knavalbattle	e2fsprogs	lib
knavalbattle	flac	lib
knavalbattle	fontconfig	lib
knavalbattle	freetype	lib
knavalbattle	glib2	lib
knavalbattle	graphite2	lib
knavalbattle	harfbuzz	lib
knavalbattle	icu4c	lib
knavalbattle	karchive	lib
knavalbattle	kcodecs	lib
knavalbattle	kcolorscheme	linked
knavalbattle	kcompletion	linked
knavalbattle	kconfig	linked
knavalbattle	kconfigwidgets	linked
knavalbattle	kcoreaddons	linked
knavalbattle	kcrash	linked
knavalbattle	kdbusaddons	linked
knavalbattle	kdnssd	linked
knavalbattle	kglobalaccel	lib
knavalbattle	kguiaddons	linked
knavalbattle	ki18n	linked
knavalbattle	kiconthemes	lib
knavalbattle	kitemviews	lib
knavalbattle	knewstuff	lib
knavalbattle	kpackage	lib
knavalbattle	ktextwidgets	linked
knavalbattle	kwidgetsaddons	linked
knavalbattle	kxmlgui	linked
knavalbattle	lame	lib
knavalbattle	libX11	lib
knavalbattle	libXau	lib
knavalbattle	libXdmcp	lib
knavalbattle	libXext	lib
knavalbattle	libasyncns	lib
knavalbattle	libglvnd	linked
knavalbattle	libkdegames	linked
knavalbattle	libogg	lib
knavalbattle	libproxy	lib
knavalbattle	libsndfile	lib
knavalbattle	liburing	lib
knavalbattle	libvorbis	lib
knavalbattle	libxcb	lib
knavalbattle	mpg123	lib
knavalbattle	nghttp2	lib
knavalbattle	nghttp3	lib
knavalbattle	ngtcp2	lib
knavalbattle	openal-soft	lib
knavalbattle	openssl	lib
knavalbattle	openssl-solibs	lib
knavalbattle	opus	lib
knavalbattle	pcre2	lib
knavalbattle	pulseaudio	lib
knavalbattle	qt6	linked
knavalbattle	sonnet	linked
knavalbattle	syndication	lib
knavalbattle	util-linux	lib
knavalbattle	wayland	lib
knetwalk	aaa_glibc-solibs	linked
knetwalk	aaa_libraries	linked
knetwalk	attica	lib
knetwalk	breeze-icons	lib
knetwalk	brotli	lib
knetwalk	cyrus-sasl	lib
knetwalk	dbus	lib
knetwalk	duktape	lib
knetwalk	e2fsprogs	lib
knetwalk	flac	lib
knetwalk	fontconfig	lib
knetwalk	freetype	lib
knetwalk	glib2	lib
knetwalk	graphite2	lib
knetwalk	harfbuzz	lib
knetwalk	icu4c	lib
knetwalk	karchive	lib
knetwalk	kcodecs	lib
knetwalk	kcolorscheme	linked
knetwalk	kcompletion	lib
knetwalk	kconfig	linked
knetwalk	kconfigwidgets	linked
knetwalk	kcoreaddons	linked
knetwalk	kcrash	linked
knetwalk	kdbusaddons	linked
knetwalk	kglobalaccel	lib
knetwalk	kguiaddons	linked
knetwalk	ki18n	linked
knetwalk	kiconthemes	linked
knetwalk	kitemviews	lib
knetwalk	knewstuff	lib
knetwalk	kpackage	lib
knetwalk	ktextwidgets	linked
knetwalk	kwidgetsaddons	linked
knetwalk	kxmlgui	linked
knetwalk	lame	lib
knetwalk	libX11	lib
knetwalk	libXau	lib
knetwalk	libXdmcp	lib
knetwalk	libXext	lib
knetwalk	libasyncns	lib
knetwalk	libglvnd	linked
knetwalk	libkdegames	linked
knetwalk	libogg	lib
knetwalk	libproxy	lib
knetwalk	libsndfile	lib
knetwalk	liburing	lib
knetwalk	libvorbis	lib
knetwalk	libxcb	lib
knetwalk	mpg123	lib
knetwalk	nghttp2	lib
knetwalk	nghttp3	lib
knetwalk	ngtcp2	lib
knetwalk	openal-soft	lib
knetwalk	openssl	lib
knetwalk	openssl-solibs	lib
knetwalk	opus	lib
knetwalk	pcre2	lib
knetwalk	pulseaudio	lib
knetwalk	qt6	linked
knetwalk	sonnet	linked
knetwalk	syndication	lib
knetwalk	util-linux	lib
knetwalk	wayland	lib
knewstuff	aaa_glibc-solibs	linked
knewstuff	aaa_libraries	linked
knewstuff	attica	linked
knewstuff	brotli	lib
knewstuff	cyrus-sasl	lib
knewstuff	dbus	lib
knewstuff	duktape	lib
knewstuff	e2fsprogs	lib
knewstuff	fontconfig	lib
knewstuff	freetype	lib
knewstuff	glib2	lib
knewstuff	graphite2	lib
knewstuff	harfbuzz	lib
knewstuff	icu4c	lib
knewstuff	karchive	linked
knewstuff	kcodecs	lib
knewstuff	kconfig	linked
knewstuff	kcoreaddons	linked
knewstuff	ki18n	linked
knewstuff	kpackage	linked
knewstuff	kwidgetsaddons	linked
knewstuff	libX11	lib
knewstuff	libXau	lib
knewstuff	libXdmcp	lib
knewstuff	libXext	lib
knewstuff	libglvnd	linked
knewstuff	libproxy	lib
knewstuff	liburing	lib
knewstuff	libxcb	lib
knewstuff	nghttp2	lib
knewstuff	nghttp3	lib
knewstuff	ngtcp2	lib
knewstuff	openssl	lib
knewstuff	openssl-solibs	lib
knewstuff	pcre2	lib
knewstuff	qt6	linked
knewstuff	syndication	linked
knewstuff	util-linux	lib
knewstuff5	aaa_glibc-solibs	linked
knewstuff5	aaa_libraries	linked
knewstuff5	attica5	linked
knewstuff5	brotli	lib
knewstuff5	dbus	lib
knewstuff5	e2fsprogs	lib
knewstuff5	fontconfig	lib
knewstuff5	freetype	lib
knewstuff5	graphite2	lib
knewstuff5	harfbuzz	lib
knewstuff5	icu4c	lib
knewstuff5	karchive5	linked
knewstuff5	kauth5	linked
knewstuff5	kcodecs5	linked
knewstuff5	kcompletion5	linked
knewstuff5	kconfig5	linked
knewstuff5	kconfigwidgets5	linked
knewstuff5	kcoreaddons5	linked
knewstuff5	kcrash5	lib
knewstuff5	kdbusaddons5	lib
knewstuff5	kglobalaccel5	lib
knewstuff5	kguiaddons5	lib
knewstuff5	ki18n5	linked
knewstuff5	kiconthemes5	linked
knewstuff5	kio5	linked
knewstuff5	kitemviews5	linked
knewstuff5	kjobwidgets5	linked
knewstuff5	kpackage5	linked
knewstuff5	kservice5	linked
knewstuff5	kwidgetsaddons5	linked
knewstuff5	kwindowsystem5	linked
knewstuff5	kxmlgui5	linked
knewstuff5	libX11	linked
knewstuff5	libXau	lib
knewstuff5	libXdmcp	lib
knewstuff5	libXext	lib
knewstuff5	libXfixes	lib
knewstuff5	libglvnd	lib
knewstuff5	libxcb	lib
knewstuff5	openssl	lib
knewstuff5	openssl-solibs	lib
knewstuff5	pcre2	lib
knewstuff5	qt5	linked
knewstuff5	syndication5	linked
knewstuff5	util-linux	lib
knewstuff5	wayland	lib
knewstuff5	xcb-util-keysyms	lib
knights	aaa_glibc-solibs	linked
knights	aaa_libraries	linked
knights	attica	lib
knights	breeze-icons	lib
knights	brotli	lib
knights	cyrus-sasl	lib
knights	dbus	lib
knights	duktape	lib
knights	e2fsprogs	lib
knights	flac	lib
knights	fontconfig	lib
knights	freetype	lib
knights	glib2	lib
knights	graphite2	lib
knights	harfbuzz	lib
knights	icu4c	lib
knights	karchive	lib
knights	kcodecs	lib
knights	kcolorscheme	linked
knights	kcompletion	linked
knights	kconfig	linked
knights	kconfigwidgets	linked
knights	kcoreaddons	linked
knights	kcrash	linked
knights	kdbusaddons	linked
knights	kglobalaccel	lib
knights	kguiaddons	linked
knights	ki18n	linked
knights	kiconthemes	lib
knights	kitemviews	lib
knights	knewstuff	lib
knights	kpackage	lib
knights	kplotting	linked
knights	ksvg	linked
knights	ktextwidgets	linked
knights	kwallet	linked
knights	kwidgetsaddons	linked
knights	kxmlgui	linked
knights	lame	lib
knights	libX11	lib
knights	libXau	lib
knights	libXdmcp	lib
knights	libXext	lib
knights	libasyncns	lib
knights	libglvnd	linked
knights	libimobiledevice	lib
knights	libimobiledevice-glue	lib
knights	libkdegames	linked
knights	libogg	lib
knights	libplist	lib
knights	libproxy	lib
knights	libsndfile	lib
knights	liburing	lib
knights	libusbmuxd	lib
knights	libvorbis	lib
knights	libxcb	lib
knights	mpg123	lib
knights	nghttp2	lib
knights	nghttp3	lib
knights	ngtcp2	lib
knights	openal-soft	lib
knights	openssl	lib
knights	openssl-solibs	lib
knights	opus	lib
knights	pcre2	lib
knights	pulseaudio	lib
knights	qt6	linked
knights	solid	linked
knights	sonnet	linked
knights	syndication	lib
knights	util-linux	lib
knights	wayland	lib
knighttime	aaa_glibc-solibs	linked
knighttime	aaa_libraries	linked
knighttime	brotli	lib
knighttime	dbus	lib
knighttime	fontconfig	lib
knighttime	freetype	lib
knighttime	graphite2	lib
knighttime	harfbuzz	lib
knighttime	icu4c	lib
knighttime	kconfig	linked
knighttime	kcoreaddons	linked
knighttime	kdbusaddons	linked
knighttime	kholidays	linked
knighttime	libX11	lib
knighttime	libXau	lib
knighttime	libXdmcp	lib
knighttime	libXext	lib
knighttime	libglvnd	linked
knighttime	liburing	lib
knighttime	libxcb	lib
knighttime	pcre2	lib
knighttime	qt6	linked
knighttime	util-linux	lib
knotifications	aaa_glibc-solibs	linked
knotifications	aaa_libraries	linked
knotifications	brotli	lib
knotifications	cyrus-sasl	lib
knotifications	dbus	lib
knotifications	duktape	lib
knotifications	e2fsprogs	lib
knotifications	fontconfig	lib
knotifications	freetype	lib
knotifications	glib2	lib
knotifications	graphite2	lib
knotifications	harfbuzz	lib
knotifications	icu4c	lib
knotifications	kconfig	linked
knotifications	libX11	lib
knotifications	libXau	lib
knotifications	libXdmcp	lib
knotifications	libXext	lib
knotifications	libcanberra	linked
knotifications	libglvnd	linked
knotifications	libogg	lib
knotifications	libproxy	lib
knotifications	liburing	lib
knotifications	libvorbis	lib
knotifications	libxcb	lib
knotifications	nghttp2	lib
knotifications	nghttp3	lib
knotifications	ngtcp2	lib
knotifications	openssl	lib
knotifications	openssl-solibs	lib
knotifications	pcre2	lib
knotifications	qt6	linked
knotifications	util-linux	lib
knotifications5	aaa_glibc-solibs	linked
knotifications5	aaa_libraries	linked
knotifications5	dbus	lib
knotifications5	e2fsprogs	lib
knotifications5	icu4c	lib
knotifications5	kconfig5	linked
knotifications5	kcoreaddons5	linked
knotifications5	kwindowsystem5	linked
knotifications5	libX11	linked
knotifications5	libXau	lib
knotifications5	libXdmcp	lib
knotifications5	libXext	lib
knotifications5	libXfixes	lib
knotifications5	libXi	lib
knotifications5	libXtst	linked
knotifications5	libcanberra	linked
knotifications5	libdbusmenu-qt	linked
knotifications5	libglvnd	lib
knotifications5	libogg	lib
knotifications5	libvorbis	lib
knotifications5	libxcb	lib
knotifications5	openssl	lib
knotifications5	openssl-solibs	lib
knotifications5	pcre2	lib
knotifications5	qt5	linked
knotifications5	xcb-util-keysyms	lib
knotifyconfig	aaa_glibc-solibs	linked
knotifyconfig	aaa_libraries	linked
knotifyconfig	breeze-icons	lib
knotifyconfig	brotli	lib
knotifyconfig	cyrus-sasl	lib
knotifyconfig	dbus	lib
knotifyconfig	duktape	lib
knotifyconfig	e2fsprogs	lib
knotifyconfig	fontconfig	lib
knotifyconfig	freetype	lib
knotifyconfig	glib2	lib
knotifyconfig	graphite2	lib
knotifyconfig	harfbuzz	lib
knotifyconfig	icu4c	lib
knotifyconfig	karchive	lib
knotifyconfig	kcodecs	lib
knotifyconfig	kcolorscheme	lib
knotifyconfig	kcompletion	linked
knotifyconfig	kconfig	linked
knotifyconfig	kcoreaddons	linked
knotifyconfig	kcrash	lib
knotifyconfig	kguiaddons	lib
knotifyconfig	ki18n	linked
knotifyconfig	kiconthemes	lib
knotifyconfig	kio	linked
knotifyconfig	kjobwidgets	linked
knotifyconfig	knotifications	lib
knotifyconfig	kservice	linked
knotifyconfig	kwidgetsaddons	linked
knotifyconfig	kwindowsystem	lib
knotifyconfig	libX11	lib
knotifyconfig	libXau	lib
knotifyconfig	libXdmcp	lib
knotifyconfig	libXext	lib
knotifyconfig	libXfixes	lib
knotifyconfig	libcanberra	linked
knotifyconfig	libglvnd	linked
knotifyconfig	libimobiledevice	lib
knotifyconfig	libimobiledevice-glue	lib
knotifyconfig	libogg	lib
knotifyconfig	libplist	lib
knotifyconfig	libproxy	lib
knotifyconfig	liburing	lib
knotifyconfig	libusbmuxd	lib
knotifyconfig	libvorbis	lib
knotifyconfig	libxcb	lib
knotifyconfig	nghttp2	lib
knotifyconfig	nghttp3	lib
knotifyconfig	ngtcp2	lib
knotifyconfig	openssl	lib
knotifyconfig	openssl-solibs	lib
knotifyconfig	pcre2	lib
knotifyconfig	qt6	linked
knotifyconfig	solid	lib
knotifyconfig	util-linux	lib
knotifyconfig	wayland	lib
knotifyconfig	xcb-util-keysyms	lib
knotifyconfig5	aaa_glibc-solibs	linked
knotifyconfig5	aaa_libraries	linked
knotifyconfig5	brotli	lib
knotifyconfig5	dbus	lib
knotifyconfig5	e2fsprogs	lib
knotifyconfig5	fontconfig	lib
knotifyconfig5	freetype	lib
knotifyconfig5	graphite2	lib
knotifyconfig5	harfbuzz	lib
knotifyconfig5	icu4c	lib
knotifyconfig5	karchive5	lib
knotifyconfig5	kauth5	lib
knotifyconfig5	kcodecs5	lib
knotifyconfig5	kcompletion5	linked
knotifyconfig5	kconfig5	linked
knotifyconfig5	kconfigwidgets5	lib
knotifyconfig5	kcoreaddons5	linked
knotifyconfig5	kcrash5	lib
knotifyconfig5	kdbusaddons5	lib
knotifyconfig5	kguiaddons5	lib
knotifyconfig5	ki18n5	linked
knotifyconfig5	kiconthemes5	lib
knotifyconfig5	kio5	linked
knotifyconfig5	kjobwidgets5	linked
knotifyconfig5	kservice5	linked
knotifyconfig5	kwidgetsaddons5	linked
knotifyconfig5	kwindowsystem5	linked
knotifyconfig5	libX11	linked
knotifyconfig5	libXau	lib
knotifyconfig5	libXdmcp	lib
knotifyconfig5	libXext	lib
knotifyconfig5	libXfixes	lib
knotifyconfig5	libcanberra	linked
knotifyconfig5	libglvnd	lib
knotifyconfig5	libimobiledevice	lib
knotifyconfig5	libimobiledevice-glue	lib
knotifyconfig5	libogg	lib
knotifyconfig5	libplist	lib
knotifyconfig5	libusbmuxd	lib
knotifyconfig5	libvorbis	lib
knotifyconfig5	libxcb	lib
knotifyconfig5	openssl	lib
knotifyconfig5	openssl-solibs	lib
knotifyconfig5	pcre2	lib
knotifyconfig5	qt5	linked
knotifyconfig5	solid5	linked
knotifyconfig5	util-linux	lib
knotifyconfig5	wayland	lib
knotifyconfig5	xcb-util-keysyms	lib
koko	aaa_glibc-solibs	linked
koko	aaa_libraries	linked
koko	breeze-icons	lib
koko	brotli	lib
koko	cyrus-sasl	lib
koko	dbus	lib
koko	duktape	lib
koko	e2fsprogs	lib
koko	exiv2	linked
koko	fontconfig	lib
koko	freetype	lib
koko	gcc-gfortran	lib
koko	glib2	lib
koko	graphite2	lib
koko	harfbuzz	lib
koko	icu4c	lib
koko	inih	lib
koko	karchive	lib
koko	kbookmarks	linked
koko	kcodecs	lib
koko	kcolorscheme	linked
koko	kcompletion	linked
koko	kconfig	linked
koko	kconfigwidgets	linked
koko	kcoreaddons	linked
koko	kcrash	linked
koko	kdbusaddons	linked
koko	kfilemetadata	linked
koko	kguiaddons	lib
koko	ki18n	linked
koko	kiconthemes	lib
koko	kio	linked
koko	kirigami-addons	linked
koko	kitemviews	linked
koko	kjobwidgets	linked
koko	knotifications	linked
koko	kquickimageeditor	linked
koko	kservice	linked
koko	kwidgetsaddons	linked
koko	kwindowsystem	linked
koko	libX11	linked
koko	libXau	lib
koko	libXdmcp	lib
koko	libXext	lib
koko	libXfixes	lib
koko	libcanberra	lib
koko	libglvnd	linked
koko	libimobiledevice	lib
koko	libimobiledevice-glue	lib
koko	libogg	lib
koko	libplist	lib
koko	libproxy	lib
koko	liburing	lib
koko	libusbmuxd	lib
koko	libvorbis	lib
koko	libxcb	linked
koko	nghttp2	lib
koko	nghttp3	lib
koko	ngtcp2	lib
koko	openblas	lib
koko	opencv	lib
koko	openssl	lib
koko	openssl-solibs	lib
koko	pcre2	lib
koko	qt6	linked
koko	solid	linked
koko	util-linux	lib
koko	wayland	lib
koko	xcb-util-keysyms	lib
kolf	aaa_glibc-solibs	linked
kolf	aaa_libraries	linked
kolf	attica	lib
kolf	breeze-icons	lib
kolf	brotli	lib
kolf	cyrus-sasl	lib
kolf	dbus	lib
kolf	duktape	lib
kolf	e2fsprogs	lib
kolf	flac	lib
kolf	fontconfig	lib
kolf	freetype	lib
kolf	glib2	lib
kolf	graphite2	lib
kolf	harfbuzz	lib
kolf	icu4c	lib
kolf	karchive	lib
kolf	kcodecs	lib
kolf	kcolorscheme	linked
kolf	kcompletion	linked
kolf	kconfig	linked
kolf	kconfigwidgets	linked
kolf	kcoreaddons	linked
kolf	kcrash	linked
kolf	kdbusaddons	linked
kolf	kglobalaccel	lib
kolf	kguiaddons	linked
kolf	ki18n	linked
kolf	kiconthemes	linked
kolf	kio	linked
kolf	kitemviews	lib
kolf	kjobwidgets	linked
kolf	knewstuff	lib
kolf	knotifications	lib
kolf	kpackage	lib
kolf	kservice	lib
kolf	ktextwidgets	linked
kolf	kwidgetsaddons	linked
kolf	kxmlgui	linked
kolf	lame	lib
kolf	libX11	lib
kolf	libXau	lib
kolf	libXdmcp	lib
kolf	libXext	lib
kolf	libasyncns	lib
kolf	libcanberra	lib
kolf	libglvnd	linked
kolf	libkdegames	linked
kolf	libogg	lib
kolf	libproxy	lib
kolf	libsndfile	lib
kolf	liburing	lib
kolf	libvorbis	lib
kolf	libxcb	lib
kolf	mpg123	lib
kolf	nghttp2	lib
kolf	nghttp3	lib
kolf	ngtcp2	lib
kolf	openal-soft	lib
kolf	openssl	lib
kolf	openssl-solibs	lib
kolf	opus	lib
kolf	pcre2	lib
kolf	pulseaudio	lib
kolf	qt6	linked
kolf	sonnet	linked
kolf	syndication	lib
kolf	util-linux	lib
kolf	wayland	lib
kollision	aaa_glibc-solibs	linked
kollision	aaa_libraries	linked
kollision	attica	lib
kollision	breeze-icons	lib
kollision	brotli	lib
kollision	cyrus-sasl	lib
kollision	dbus	lib
kollision	duktape	lib
kollision	e2fsprogs	lib
kollision	flac	lib
kollision	fontconfig	lib
kollision	freetype	lib
kollision	glib2	lib
kollision	graphite2	lib
kollision	harfbuzz	lib
kollision	icu4c	lib
kollision	karchive	lib
kollision	kcodecs	lib
kollision	kcolorscheme	linked
kollision	kcompletion	lib
kollision	kconfig	linked
kollision	kconfigwidgets	linked
kollision	kcoreaddons	linked
kollision	kcrash	linked
kollision	kdbusaddons	linked
kollision	kglobalaccel	lib
kollision	kguiaddons	linked
kollision	ki18n	linked
kollision	kiconthemes	linked
kollision	kitemviews	lib
