from_pkg	soname	to_pkg
Cython	libc.so.6	aaa_glibc-solibs
Cython	libc.so.6	glibc
GConf	libc.so.6	aaa_glibc-solibs
GConf	libc.so.6	glibc
GConf	libdbus-1.so.3	dbus
GConf	libdbus-glib-1.so.2	dbus-glib
GConf	libgio-2.0.so.0	glib2
GConf	libglib-2.0.so.0	aaa_libraries
GConf	libglib-2.0.so.0	glib2
GConf	libgmodule-2.0.so.0	aaa_libraries
GConf	libgmodule-2.0.so.0	glib2
GConf	libgobject-2.0.so.0	aaa_libraries
GConf	libgobject-2.0.so.0	glib2
GConf	libgthread-2.0.so.0	aaa_libraries
GConf	libgthread-2.0.so.0	glib2
GConf	liblber.so.2	aaa_libraries
GConf	liblber.so.2	openldap
GConf	libldap.so.2	aaa_libraries
GConf	libldap.so.2	openldap
GConf	libpolkit-gobject-1.so.0	polkit
GConf	libxml2.so.16	libxml2
Imath	libboost_container.so.1.91.0	boost
Imath	libboost_graph.so.1.91.0	boost
Imath	libboost_python312.so.1.91.0	boost
Imath	libc.so.6	aaa_glibc-solibs
Imath	libc.so.6	glibc
Imath	libgcc_s.so.1	aaa_libraries
Imath	libgcc_s.so.1	gcc
Imath	libm.so.6	aaa_glibc-solibs
Imath	libm.so.6	glibc
Imath	libstdc++.so.6	aaa_libraries
Imath	libstdc++.so.6	gcc-g++
LibRaw	libc.so.6	aaa_glibc-solibs
LibRaw	libc.so.6	glibc
LibRaw	libgcc_s.so.1	aaa_libraries
LibRaw	libgcc_s.so.1	gcc
LibRaw	libgomp.so.1	aaa_libraries
LibRaw	libgomp.so.1	gcc
LibRaw	libjpeg.so.62	aaa_libraries
LibRaw	libjpeg.so.62	libjpeg-turbo
LibRaw	liblcms2.so.2	lcms2
LibRaw	libm.so.6	aaa_glibc-solibs
LibRaw	libm.so.6	glibc
LibRaw	libstdc++.so.6	aaa_libraries
LibRaw	libstdc++.so.6	gcc-g++
LibRaw	libz.so.1	aaa_libraries
LibRaw	libz.so.1	zlib
MPlayer	libEGL.so.1	libglvnd
MPlayer	libGL.so.1	libglvnd
MPlayer	libSDL-1.2.so.0	sdl
MPlayer	libX11.so.6	libX11
MPlayer	libXext.so.6	libXext
MPlayer	libXinerama.so.1	libXinerama
MPlayer	libXss.so.1	libXScrnSaver
MPlayer	libXv.so.1	libXv
MPlayer	libXxf86dga.so.1	libXxf86dga
MPlayer	libXxf86vm.so.1	libXxf86vm
MPlayer	liba52.so.0	a52dec
MPlayer	libaa.so.1	aalib
MPlayer	libasound.so.2	aaa_libraries
MPlayer	libasound.so.2	alsa-lib
MPlayer	libass.so.9	libass
MPlayer	libatk-1.0.so.0	at-spi2-core
MPlayer	libavcodec.so.62	ffmpeg
MPlayer	libavformat.so.62	ffmpeg
MPlayer	libavutil.so.60	ffmpeg
MPlayer	libbluray.so.3	libbluray
MPlayer	libbz2.so.1	aaa_libraries
MPlayer	libbz2.so.1	bzip2
MPlayer	libc.so.6	aaa_glibc-solibs
MPlayer	libc.so.6	glibc
MPlayer	libcaca.so.0	libcaca
MPlayer	libcairo.so.2	cairo
MPlayer	libcdio.so.19	libcdio
MPlayer	libcdio_cdda.so.2	libcdio-paranoia
MPlayer	libcdio_paranoia.so.2	libcdio-paranoia
MPlayer	libdvdnav.so.4	libdvdnav
MPlayer	libdvdread.so.8	libdvdread
MPlayer	libesd.so.0	esound
MPlayer	libfontconfig.so.1	fontconfig
MPlayer	libfreetype.so.6	freetype
MPlayer	libfribidi.so.0	fribidi
MPlayer	libgdk-x11-2.0.so.0	gtk+2
MPlayer	libgdk_pixbuf-2.0.so.0	gdk-pixbuf2
MPlayer	libgio-2.0.so.0	glib2
MPlayer	libglib-2.0.so.0	aaa_libraries
MPlayer	libglib-2.0.so.0	glib2
MPlayer	libgnutls.so.30	gnutls
MPlayer	libgobject-2.0.so.0	aaa_libraries
MPlayer	libgobject-2.0.so.0	glib2
MPlayer	libgtk-x11-2.0.so.0	gtk+2
MPlayer	libharfbuzz.so.0	harfbuzz
MPlayer	libjpeg.so.62	aaa_libraries
MPlayer	libjpeg.so.62	libjpeg-turbo
MPlayer	liblzo2.so.2	lzo
MPlayer	libm.so.6	aaa_glibc-solibs
MPlayer	libm.so.6	glibc
MPlayer	libmad.so.0	libmad
MPlayer	libmng.so.2	libmng
MPlayer	libmp3lame.so.0	lame
MPlayer	libmpg123.so.0	mpg123
MPlayer	libncursesw.so.6	aaa_libraries
MPlayer	libncursesw.so.6	ncurses
MPlayer	libogg.so.0	libogg
MPlayer	libopenal.so.1	openal-soft
MPlayer	libopus.so.0	opus
MPlayer	libpango-1.0.so.0	pango
MPlayer	libpangocairo-1.0.so.0	pango
MPlayer	libpangoft2-1.0.so.0	pango
MPlayer	libpng16.so.16	aaa_libraries
MPlayer	libpng16.so.16	libpng
MPlayer	libpulse.so.0	pulseaudio
MPlayer	libsmbclient.so.0	samba
MPlayer	libspeex.so.1	speex
MPlayer	libswresample.so.6	ffmpeg
MPlayer	libswscale.so.9	ffmpeg
MPlayer	libtheoradec.so.2	libtheora
MPlayer	libtinfo.so.6	aaa_libraries
MPlayer	libtinfo.so.6	ncurses
MPlayer	libvga.so.1	aaa_libraries
MPlayer	libvga.so.1	svgalib
MPlayer	libvorbis.so.0	libvorbis
MPlayer	libvorbisenc.so.2	libvorbis
MPlayer	libz.so.1	aaa_libraries
MPlayer	libz.so.1	zlib
ModemManager	libc.so.6	aaa_glibc-solibs
ModemManager	libc.so.6	glibc
ModemManager	libgio-2.0.so.0	glib2
ModemManager	libglib-2.0.so.0	aaa_libraries
ModemManager	libglib-2.0.so.0	glib2
ModemManager	libgmodule-2.0.so.0	aaa_libraries
ModemManager	libgmodule-2.0.so.0	glib2
ModemManager	libgobject-2.0.so.0	aaa_libraries
ModemManager	libgobject-2.0.so.0	glib2
ModemManager	libgudev-1.0.so.0	libgudev
ModemManager	libmbim-glib.so.4	libmbim
ModemManager	libpolkit-gobject-1.so.0	polkit
ModemManager	libqmi-glib.so.5	libqmi
ModemManager	libqrtr-glib.so.0	libqrtr-glib
NetworkManager	ld-linux-x86-64.so.2	aaa_glibc-solibs
NetworkManager	ld-linux-x86-64.so.2	glibc
NetworkManager	libc.so.6	aaa_glibc-solibs
NetworkManager	libc.so.6	glibc
NetworkManager	libcurl.so.4	aaa_libraries
NetworkManager	libcurl.so.4	curl
NetworkManager	libelogind.so.0	elogind
NetworkManager	libgio-2.0.so.0	glib2
NetworkManager	libglib-2.0.so.0	aaa_libraries
NetworkManager	libglib-2.0.so.0	glib2
NetworkManager	libgmodule-2.0.so.0	aaa_libraries
NetworkManager	libgmodule-2.0.so.0	glib2
NetworkManager	libgobject-2.0.so.0	aaa_libraries
NetworkManager	libgobject-2.0.so.0	glib2
NetworkManager	libjansson.so.4	jansson
NetworkManager	libmm-glib.so.0	ModemManager
NetworkManager	libndp.so.0	libndp
NetworkManager	libnewt.so.0.52	newt
NetworkManager	libnspr4.so	mozilla-nss
NetworkManager	libnss3.so	mozilla-nss
NetworkManager	libpsl.so.5	aaa_libraries
NetworkManager	libpsl.so.5	libpsl
NetworkManager	libreadline.so.8	aaa_libraries
NetworkManager	libreadline.so.8	readline
NetworkManager	libsmime3.so	mozilla-nss
NetworkManager	libudev.so.1	aaa_libraries
NetworkManager	libudev.so.1	eudev
NetworkManager-openvpn	libatk-1.0.so.0	at-spi2-core
NetworkManager-openvpn	libc.so.6	aaa_glibc-solibs
NetworkManager-openvpn	libc.so.6	glibc
NetworkManager-openvpn	libcairo-gobject.so.2	cairo
NetworkManager-openvpn	libcairo.so.2	cairo
NetworkManager-openvpn	libgdk-3.so.0	gtk+3
NetworkManager-openvpn	libgdk_pixbuf-2.0.so.0	gdk-pixbuf2
NetworkManager-openvpn	libgio-2.0.so.0	glib2
NetworkManager-openvpn	libglib-2.0.so.0	aaa_libraries
NetworkManager-openvpn	libglib-2.0.so.0	glib2
NetworkManager-openvpn	libgmodule-2.0.so.0	aaa_libraries
NetworkManager-openvpn	libgmodule-2.0.so.0	glib2
NetworkManager-openvpn	libgobject-2.0.so.0	aaa_libraries
NetworkManager-openvpn	libgobject-2.0.so.0	glib2
NetworkManager-openvpn	libgtk-3.so.0	gtk+3
NetworkManager-openvpn	libharfbuzz.so.0	harfbuzz
NetworkManager-openvpn	libnm.so.0	NetworkManager
NetworkManager-openvpn	libnma.so.0	libnma
NetworkManager-openvpn	libpango-1.0.so.0	pango
NetworkManager-openvpn	libpangocairo-1.0.so.0	pango
NetworkManager-openvpn	libsecret-1.so.0	libsecret
NetworkManager-openvpn	libz.so.1	aaa_libraries
NetworkManager-openvpn	libz.so.1	zlib
OpenCC	ld-linux-x86-64.so.2	aaa_glibc-solibs
OpenCC	ld-linux-x86-64.so.2	glibc
OpenCC	libc.so.6	aaa_glibc-solibs
OpenCC	libc.so.6	glibc
OpenCC	libgcc_s.so.1	aaa_libraries
OpenCC	libgcc_s.so.1	gcc
OpenCC	libm.so.6	aaa_glibc-solibs
OpenCC	libm.so.6	glibc
OpenCC	libmarisa.so.0	marisa
OpenCC	libstdc++.so.6	aaa_libraries
OpenCC	libstdc++.so.6	gcc-g++
PyQt5	libGL.so.1	libglvnd
PyQt5	libQt5Bluetooth.so.5	qt5
PyQt5	libQt5Core.so.5	qt5
PyQt5	libQt5DBus.so.5	qt5
PyQt5	libQt5Designer.so.5	qt5
PyQt5	libQt5Gui.so.5	qt5
PyQt5	libQt5Help.so.5	qt5
PyQt5	libQt5Location.so.5	qt5
PyQt5	libQt5Multimedia.so.5	qt5
PyQt5	libQt5MultimediaWidgets.so.5	qt5
PyQt5	libQt5Network.so.5	qt5
PyQt5	libQt5Nfc.so.5	qt5
PyQt5	libQt5OpenGL.so.5	qt5
PyQt5	libQt5Positioning.so.5	qt5
PyQt5	libQt5PositioningQuick.so.5	qt5
PyQt5	libQt5PrintSupport.so.5	qt5
PyQt5	libQt5Qml.so.5	qt5
PyQt5	libQt5QmlModels.so.5	qt5
PyQt5	libQt5Quick.so.5	qt5
PyQt5	libQt5Quick3D.so.5	qt5
PyQt5	libQt5Quick3DAssetImport.so.5	qt5
PyQt5	libQt5Quick3DRender.so.5	qt5
PyQt5	libQt5Quick3DRuntimeRender.so.5	qt5
PyQt5	libQt5Quick3DUtils.so.5	qt5
PyQt5	libQt5QuickWidgets.so.5	qt5
PyQt5	libQt5RemoteObjects.so.5	qt5
PyQt5	libQt5Sensors.so.5	qt5
PyQt5	libQt5SerialPort.so.5	qt5
PyQt5	libQt5Sql.so.5	qt5
PyQt5	libQt5Svg.so.5	qt5
PyQt5	libQt5Test.so.5	qt5
PyQt5	libQt5TextToSpeech.so.5	qt5
PyQt5	libQt5WebChannel.so.5	qt5
PyQt5	libQt5WebSockets.so.5	qt5
PyQt5	libQt5Widgets.so.5	qt5
PyQt5	libQt5X11Extras.so.5	qt5
PyQt5	libQt5Xml.so.5	qt5
PyQt5	libQt5XmlPatterns.so.5	qt5
PyQt5	libc.so.6	aaa_glibc-solibs
PyQt5	libc.so.6	glibc
PyQt5	libdbus-1.so.3	dbus
PyQt5	libgcc_s.so.1	aaa_libraries
PyQt5	libgcc_s.so.1	gcc
PyQt5	libm.so.6	aaa_glibc-solibs
PyQt5	libm.so.6	glibc
PyQt5	libpython3.12.so.1.0	python3
PyQt5	libstdc++.so.6	aaa_libraries
PyQt5	libstdc++.so.6	gcc-g++
PyQt5_sip	libc.so.6	aaa_glibc-solibs
PyQt5_sip	libc.so.6	glibc
PyQt6	libGLX.so.0	libglvnd
PyQt6	libOpenGL.so.0	libglvnd
PyQt6	libQt6Bluetooth.so.6	qt6
PyQt6	libQt6Concurrent.so.6	qt6
PyQt6	libQt6Core.so.6	qt6
PyQt6	libQt6DBus.so.6	qt6
PyQt6	libQt6Designer.so.6	qt6
PyQt6	libQt6Gui.so.6	qt6
PyQt6	libQt6Help.so.6	qt6
PyQt6	libQt6Multimedia.so.6	qt6
PyQt6	libQt6MultimediaWidgets.so.6	qt6
PyQt6	libQt6Network.so.6	qt6
PyQt6	libQt6Nfc.so.6	qt6
PyQt6	libQt6OpenGL.so.6	qt6
PyQt6	libQt6OpenGLWidgets.so.6	qt6
PyQt6	libQt6Pdf.so.6	qt6
PyQt6	libQt6PdfWidgets.so.6	qt6
PyQt6	libQt6Positioning.so.6	qt6
PyQt6	libQt6PrintSupport.so.6	qt6
PyQt6	libQt6Qml.so.6	qt6
PyQt6	libQt6Quick.so.6	qt6
PyQt6	libQt6Quick3D.so.6	qt6
PyQt6	libQt6Quick3DRuntimeRender.so.6	qt6
PyQt6	libQt6Quick3DUtils.so.6	qt6
PyQt6	libQt6QuickWidgets.so.6	qt6
PyQt6	libQt6RemoteObjects.so.6	qt6
PyQt6	libQt6Sensors.so.6	qt6
PyQt6	libQt6SerialPort.so.6	qt6
PyQt6	libQt6ShaderTools.so.6	qt6
PyQt6	libQt6SpatialAudio.so.6	qt6
PyQt6	libQt6Sql.so.6	qt6
PyQt6	libQt6StateMachine.so.6	qt6
PyQt6	libQt6Svg.so.6	qt6
PyQt6	libQt6SvgWidgets.so.6	qt6
PyQt6	libQt6Test.so.6	qt6
PyQt6	libQt6TextToSpeech.so.6	qt6
PyQt6	libQt6WebChannel.so.6	qt6
PyQt6	libQt6WebSockets.so.6	qt6
PyQt6	libQt6Widgets.so.6	qt6
PyQt6	libQt6Xml.so.6	qt6
PyQt6	libc.so.6	aaa_glibc-solibs
PyQt6	libc.so.6	glibc
PyQt6	libdbus-1.so.3	dbus
PyQt6	libgcc_s.so.1	aaa_libraries
PyQt6	libgcc_s.so.1	gcc
PyQt6	libm.so.6	aaa_glibc-solibs
PyQt6	libm.so.6	glibc
PyQt6	libpython3.12.so.1.0	python3
PyQt6	libstdc++.so.6	aaa_libraries
PyQt6	libstdc++.so.6	gcc-g++
PyQt6_sip	libc.so.6	aaa_glibc-solibs
PyQt6_sip	libc.so.6	glibc
SDL2	libc.so.6	aaa_glibc-solibs
SDL2	libc.so.6	glibc
SDL2	libm.so.6	aaa_glibc-solibs
SDL2	libm.so.6	glibc
SDL2_gfx	libSDL2-2.0.so.0	SDL2
SDL2_gfx	libc.so.6	aaa_glibc-solibs
SDL2_gfx	libc.so.6	glibc
SDL2_image	libSDL2-2.0.so.0	SDL2
SDL2_image	libc.so.6	aaa_glibc-solibs
SDL2_image	libc.so.6	glibc
SDL2_image	libtiff.so.6	aaa_libraries
SDL2_image	libtiff.so.6	libtiff
SDL2_image	libwebp.so.7	libwebp
SDL2_image	libwebpdemux.so.2	libwebp
SDL2_mixer	libSDL2-2.0.so.0	SDL2
SDL2_mixer	libc.so.6	aaa_glibc-solibs
SDL2_mixer	libc.so.6	glibc
SDL2_mixer	libm.so.6	aaa_glibc-solibs
SDL2_mixer	libm.so.6	glibc
SDL2_net	libSDL2-2.0.so.0	SDL2
SDL2_net	libc.so.6	aaa_glibc-solibs
SDL2_net	libc.so.6	glibc
SDL2_ttf	libSDL2-2.0.so.0	SDL2
SDL2_ttf	libc.so.6	aaa_glibc-solibs
SDL2_ttf	libc.so.6	glibc
SDL2_ttf	libfreetype.so.6	freetype
SDL2_ttf	libharfbuzz.so.0	harfbuzz
SDL2_ttf	libm.so.6	aaa_glibc-solibs
SDL2_ttf	libm.so.6	glibc
SDL3	libc.so.6	aaa_glibc-solibs
SDL3	libc.so.6	glibc
SDL3	libm.so.6	aaa_glibc-solibs
SDL3	libm.so.6	glibc
SDL3_ttf	libSDL3.so.0	SDL3
SDL3_ttf	libc.so.6	aaa_glibc-solibs
SDL3_ttf	libc.so.6	glibc
SDL3_ttf	libfreetype.so.6	freetype
SDL3_ttf	libharfbuzz.so.0	harfbuzz
a2ps	libc.so.6	aaa_glibc-solibs
a2ps	libc.so.6	glibc
a2ps	libgc.so.1	gc
a2ps	libm.so.6	aaa_glibc-solibs
a2ps	libm.so.6	glibc
a2ps	libpaper.so.2	libpaper
a52dec	libc.so.6	aaa_glibc-solibs
a52dec	libc.so.6	glibc
a52dec	libm.so.6	aaa_glibc-solibs
a52dec	libm.so.6	glibc
aaa_glibc-solibs	ld-linux-x86-64.so.2	glibc
aaa_glibc-solibs	ld-linux.so.2	glibc
aaa_glibc-solibs	libCNS.so	glibc
aaa_glibc-solibs	libGB.so	glibc
aaa_glibc-solibs	libISOIR165.so	glibc
aaa_glibc-solibs	libJIS.so	glibc
aaa_glibc-solibs	libJISX0213.so	glibc
aaa_glibc-solibs	libKSC.so	glibc
aaa_glibc-solibs	libc.so.6	glibc
aaa_glibc-solibs	libm.so.6	glibc
aaa_glibc-solibs	libnss_files.so.2	glibc
aaa_glibc-solibs	libresolv.so.2	glibc
aaa_libraries	ld-linux-x86-64.so.2	aaa_glibc-solibs
aaa_libraries	ld-linux-x86-64.so.2	glibc
aaa_libraries	libGL.so.1	libglvnd
aaa_libraries	libOpenCL.so.1	ocl-icd
aaa_libraries	libSDL2-2.0.so.0	SDL2
aaa_libraries	libX11.so.6	libX11
aaa_libraries	libXext.so.6	libXext
aaa_libraries	libXv.so.1	libXv
aaa_libraries	libaom.so.3	aom
aaa_libraries	libasound.so.2	alsa-lib
aaa_libraries	libass.so.9	libass
aaa_libraries	libattr.so.1	attr
aaa_libraries	libavahi-client.so.3	avahi
aaa_libraries	libavahi-common.so.3	avahi
aaa_libraries	libbluray.so.3	libbluray
aaa_libraries	libbrotlidec.so.1	brotli
aaa_libraries	libbz2.so.1	bzip2
aaa_libraries	libc.so.6	aaa_glibc-solibs
aaa_libraries	libc.so.6	glibc
aaa_libraries	libcaca.so.0	libcaca
aaa_libraries	libcairo.so.2	cairo
aaa_libraries	libcares.so.2	c-ares
aaa_libraries	libcdio_cdda.so.2	libcdio-paranoia
aaa_libraries	libcdio_paranoia.so.2	libcdio-paranoia
aaa_libraries	libcom_err.so.2	e2fsprogs
aaa_libraries	libcrypt.so.2	aaa_glibc-solibs
aaa_libraries	libcrypt.so.2	glibc
aaa_libraries	libcrypto.so.3	openssl
aaa_libraries	libcrypto.so.3	openssl-solibs
aaa_libraries	libcups.so.2	cups
aaa_libraries	libdav1d.so.7	dav1d
aaa_libraries	libdeflate.so.0	libdeflate
aaa_libraries	libdl.so.2	aaa_glibc-solibs
aaa_libraries	libdl.so.2	glibc
aaa_libraries	libdrm.so.2	libdrm
aaa_libraries	libffi.so.8	libffi
aaa_libraries	libfontconfig.so.1	fontconfig
aaa_libraries	libformw.so.6	ncurses
aaa_libraries	libfreetype.so.6	freetype
aaa_libraries	libgcc_s.so.1	gcc
aaa_libraries	libgcrypt.so.20	libgcrypt
aaa_libraries	libglib-2.0.so.0	glib2
aaa_libraries	libgmp.so.10	gmp
aaa_libraries	libgnutls.so.30	gnutls
aaa_libraries	libgobject-2.0.so.0	glib2
aaa_libraries	libgssapi_krb5.so.2	krb5
aaa_libraries	libidn2.so.0	libidn2
aaa_libraries	libjpeg.so.62	libjpeg-turbo
aaa_libraries	libk5crypto.so.3	krb5
aaa_libraries	libkeyutils.so.1	keyutils
aaa_libraries	libkrb5.so.3	krb5
aaa_libraries	libkrb5support.so.0	krb5
aaa_libraries	liblber.so.2	openldap
aaa_libraries	liblcms2.so.2	lcms2
aaa_libraries	libldap.so.2	openldap
aaa_libraries	liblzma.so.5	xz
aaa_libraries	libm.so.6	aaa_glibc-solibs
aaa_libraries	libm.so.6	glibc
aaa_libraries	libmenuw.so.6	ncurses
aaa_libraries	libmp3lame.so.0	lame
aaa_libraries	libmpfr.so.6	mpfr
aaa_libraries	libncursesw.so.6	ncurses
aaa_libraries	libnghttp2.so.14	nghttp2
aaa_libraries	libnghttp3.so.9	nghttp3
aaa_libraries	libngtcp2.so.16	ngtcp2
aaa_libraries	libngtcp2_crypto_ossl.so.0	ngtcp2
aaa_libraries	libnsl.so.3	libnsl
aaa_libraries	libopenal.so.1	openal-soft
aaa_libraries	libopenjp2.so.7	openjpeg
aaa_libraries	libopus.so.0	opus
aaa_libraries	libpanelw.so.6	ncurses
aaa_libraries	libpcre.so.1	pcre
aaa_libraries	libpcre2-8.so.0	pcre2
aaa_libraries	libplacebo.so.360	libplacebo
aaa_libraries	libpsl.so.5	libpsl
aaa_libraries	libpthread.so.0	aaa_glibc-solibs
aaa_libraries	libpthread.so.0	glibc
aaa_libraries	libpulse.so.0	pulseaudio
aaa_libraries	libresolv.so.2	aaa_glibc-solibs
aaa_libraries	libresolv.so.2	glibc
aaa_libraries	librsvg-2.so.2	librsvg
aaa_libraries	libsasl2.so.3	cyrus-sasl
aaa_libraries	libshaderc_shared.so.1	vulkan-sdk
aaa_libraries	libsmbclient.so.0	samba
aaa_libraries	libspeex.so.1	speex
aaa_libraries	libssh.so.4	libssh
aaa_libraries	libssh2.so.1	libssh2
aaa_libraries	libssl.so.3	openssl
aaa_libraries	libssl.so.3	openssl-solibs
aaa_libraries	libstdc++.so.6	gcc-g++
aaa_libraries	libtheoradec.so.2	libtheora
aaa_libraries	libtheoraenc.so.2	libtheora
aaa_libraries	libtiff.so.6	libtiff
aaa_libraries	libtinfo.so.6	ncurses
aaa_libraries	libtirpc.so.3	libtirpc
aaa_libraries	libudev.so.1	eudev
aaa_libraries	libunistring.so.5	libunistring
aaa_libraries	libv4l2.so.0	v4l-utils
aaa_libraries	libva-drm.so.2	libva
aaa_libraries	libva-x11.so.2	libva
aaa_libraries	libva.so.2	libva
aaa_libraries	libvdpau.so.1	libvdpau
aaa_libraries	libvidstab.so.1.2	vid.stab
aaa_libraries	libvorbis.so.0	libvorbis
aaa_libraries	libvorbisenc.so.2	libvorbis
aaa_libraries	libvpx.so.12	libvpx
aaa_libraries	libwebp.so.7	libwebp
aaa_libraries	libwebpmux.so.3	libwebp
aaa_libraries	libxcb-shape.so.0	libxcb
aaa_libraries	libxcb-shm.so.0	libxcb
aaa_libraries	libxcb-xfixes.so.0	libxcb
aaa_libraries	libxcb.so.1	libxcb
aaa_libraries	libxml2.so.16	libxml2
aaa_libraries	libz.so.1	zlib
aaa_libraries	libzstd.so.1	zstd
aalib	libX11.so.6	libX11
aalib	libc.so.6	aaa_glibc-solibs
aalib	libc.so.6	glibc
aalib	libgpm.so.2	aaa_libraries
aalib	libgpm.so.2	gpm
aalib	libm.so.6	aaa_glibc-solibs
aalib	libm.so.6	glibc
aalib	libslang.so.2	aaa_libraries
aalib	libslang.so.2	slang
abseil-cpp	ld-linux-x86-64.so.2	aaa_glibc-solibs
abseil-cpp	ld-linux-x86-64.so.2	glibc
abseil-cpp	libc.so.6	aaa_glibc-solibs
abseil-cpp	libc.so.6	glibc
abseil-cpp	libgcc_s.so.1	aaa_libraries
abseil-cpp	libgcc_s.so.1	gcc
abseil-cpp	libm.so.6	aaa_glibc-solibs
abseil-cpp	libm.so.6	glibc
abseil-cpp	libstdc++.so.6	aaa_libraries
abseil-cpp	libstdc++.so.6	gcc-g++
accessibility-inspector	libGLX.so.0	libglvnd
accessibility-inspector	libKF6ColorScheme.so.6	kcolorscheme
accessibility-inspector	libKF6ConfigCore.so.6	kconfig
accessibility-inspector	libKF6ConfigGui.so.6	kconfig
accessibility-inspector	libKF6ConfigWidgets.so.6	kconfigwidgets
accessibility-inspector	libKF6CoreAddons.so.6	kcoreaddons
accessibility-inspector	libKF6Crash.so.6	kcrash
accessibility-inspector	libKF6DBusAddons.so.6	kdbusaddons
accessibility-inspector	libKF6GuiAddons.so.6	kguiaddons
accessibility-inspector	libKF6I18n.so.6	ki18n
accessibility-inspector	libKF6WidgetsAddons.so.6	kwidgetsaddons
accessibility-inspector	libKF6XmlGui.so.6	kxmlgui
accessibility-inspector	libOpenGL.so.0	libglvnd
accessibility-inspector	libQt6Core.so.6	qt6
accessibility-inspector	libQt6DBus.so.6	qt6
accessibility-inspector	libQt6Gui.so.6	qt6
accessibility-inspector	libQt6Widgets.so.6	qt6
accessibility-inspector	libQt6Xml.so.6	qt6
accessibility-inspector	libc.so.6	aaa_glibc-solibs
accessibility-inspector	libc.so.6	glibc
accessibility-inspector	libgcc_s.so.1	aaa_libraries
accessibility-inspector	libgcc_s.so.1	gcc
accessibility-inspector	libm.so.6	aaa_glibc-solibs
accessibility-inspector	libm.so.6	glibc
accessibility-inspector	libqaccessibilityclient-qt6.so.0	libqaccessibilityclient
accessibility-inspector	libstdc++.so.6	aaa_libraries
accessibility-inspector	libstdc++.so.6	gcc-g++
accountsservice	libc.so.6	aaa_glibc-solibs
accountsservice	libc.so.6	glibc
accountsservice	libcrypt.so.2	aaa_glibc-solibs
accountsservice	libcrypt.so.2	glibc
accountsservice	libelogind.so.0	elogind
accountsservice	libgio-2.0.so.0	glib2
accountsservice	libglib-2.0.so.0	aaa_libraries
accountsservice	libglib-2.0.so.0	glib2
accountsservice	libgobject-2.0.so.0	aaa_libraries
accountsservice	libgobject-2.0.so.0	glib2
accountsservice	libjson-c.so.5	aaa_libraries
accountsservice	libjson-c.so.5	json-c
accountsservice	libpolkit-gobject-1.so.0	polkit
acct	libc.so.6	aaa_glibc-solibs
acct	libc.so.6	glibc
acct	libm.so.6	aaa_glibc-solibs
acct	libm.so.6	glibc
acl	libacl.so.1	aaa_libraries
acl	libc.so.6	aaa_glibc-solibs
acl	libc.so.6	glibc
acpi	libc.so.6	aaa_glibc-solibs
acpi	libc.so.6	glibc
acpid	libc.so.6	aaa_glibc-solibs
acpid	libc.so.6	glibc
aha	libc.so.6	aaa_glibc-solibs
aha	libc.so.6	glibc
akonadi	ld-linux-x86-64.so.2	aaa_glibc-solibs
akonadi	ld-linux-x86-64.so.2	glibc
akonadi	libGLX.so.0	libglvnd
akonadi	libKF6ColorScheme.so.6	kcolorscheme
akonadi	libKF6ConfigCore.so.6	kconfig
akonadi	libKF6ConfigGui.so.6	kconfig
akonadi	libKF6ConfigWidgets.so.6	kconfigwidgets
akonadi	libKF6CoreAddons.so.6	kcoreaddons
akonadi	libKF6Crash.so.6	kcrash
akonadi	libKF6GuiAddons.so.6	kguiaddons
akonadi	libKF6I18n.so.6	ki18n
akonadi	libKF6IconThemes.so.6	kiconthemes
akonadi	libKF6IconWidgets.so.6	kiconthemes
akonadi	libKF6ItemModels.so.6	kitemmodels
akonadi	libKF6WidgetsAddons.so.6	kwidgetsaddons
akonadi	libKF6XmlGui.so.6	kxmlgui
akonadi	libOpenGL.so.0	libglvnd
akonadi	libQt6Core.so.6	qt6
akonadi	libQt6DBus.so.6	qt6
akonadi	libQt6Gui.so.6	qt6
akonadi	libQt6Network.so.6	qt6
akonadi	libQt6Qml.so.6	qt6
akonadi	libQt6Sql.so.6	qt6
akonadi	libQt6Widgets.so.6	qt6
akonadi	libQt6Xml.so.6	qt6
akonadi	libc.so.6	aaa_glibc-solibs
akonadi	libc.so.6	glibc
akonadi	libgcc_s.so.1	aaa_libraries
akonadi	libgcc_s.so.1	gcc
akonadi	liblzma.so.5	aaa_libraries
akonadi	liblzma.so.5	xz
akonadi	libm.so.6	aaa_glibc-solibs
akonadi	libm.so.6	glibc
akonadi	libstdc++.so.6	aaa_libraries
akonadi	libstdc++.so.6	gcc-g++
akonadi	libxml2.so.16	libxml2
akonadi-calendar	libGLX.so.0	libglvnd
akonadi-calendar	libKF6CalendarCore.so.6	kcalendarcore
akonadi-calendar	libKF6Codecs.so.6	kcodecs
akonadi-calendar	libKF6ColorScheme.so.6	kcolorscheme
akonadi-calendar	libKF6ConfigCore.so.6	kconfig
akonadi-calendar	libKF6ConfigGui.so.6	kconfig
akonadi-calendar	libKF6ConfigWidgets.so.6	kconfigwidgets
akonadi-calendar	libKF6Contacts.so.6	kcontacts
akonadi-calendar	libKF6CoreAddons.so.6	kcoreaddons
akonadi-calendar	libKF6Crash.so.6	kcrash
akonadi-calendar	libKF6DBusAddons.so.6	kdbusaddons
akonadi-calendar	libKF6GuiAddons.so.6	kguiaddons
