from_pkg	soname	to_pkg
kapman	libKF6GuiAddons.so.6	kguiaddons
kapman	libKF6I18n.so.6	ki18n
kapman	libKF6IconThemes.so.6	kiconthemes
kapman	libKF6WidgetsAddons.so.6	kwidgetsaddons
kapman	libKF6XmlGui.so.6	kxmlgui
kapman	libOpenGL.so.0	libglvnd
kapman	libQt6Core.so.6	qt6
kapman	libQt6DBus.so.6	qt6
kapman	libQt6Gui.so.6	qt6
kapman	libQt6Network.so.6	qt6
kapman	libQt6Qml.so.6	qt6
kapman	libQt6Svg.so.6	qt6
kapman	libQt6SvgWidgets.so.6	qt6
kapman	libQt6Widgets.so.6	qt6
kapman	libQt6Xml.so.6	qt6
kapman	libc.so.6	aaa_glibc-solibs
kapman	libc.so.6	glibc
kapman	libgcc_s.so.1	aaa_libraries
kapman	libgcc_s.so.1	gcc
kapman	libm.so.6	aaa_glibc-solibs
kapman	libm.so.6	glibc
kapman	libstdc++.so.6	aaa_libraries
kapman	libstdc++.so.6	gcc-g++
kapptemplate	libGLX.so.0	libglvnd
kapptemplate	libKF6Archive.so.6	karchive
kapptemplate	libKF6ColorScheme.so.6	kcolorscheme
kapptemplate	libKF6ConfigCore.so.6	kconfig
kapptemplate	libKF6ConfigGui.so.6	kconfig
kapptemplate	libKF6ConfigWidgets.so.6	kconfigwidgets
kapptemplate	libKF6CoreAddons.so.6	kcoreaddons
kapptemplate	libKF6I18n.so.6	ki18n
kapptemplate	libKF6IconThemes.so.6	kiconthemes
kapptemplate	libKF6WidgetsAddons.so.6	kwidgetsaddons
kapptemplate	libOpenGL.so.0	libglvnd
kapptemplate	libQt6Core.so.6	qt6
kapptemplate	libQt6Gui.so.6	qt6
kapptemplate	libQt6Network.so.6	qt6
kapptemplate	libQt6OpenGL.so.6	qt6
kapptemplate	libQt6Qml.so.6	qt6
kapptemplate	libQt6Quick.so.6	qt6
kapptemplate	libQt6QuickControls2.so.6	qt6
kapptemplate	libQt6Widgets.so.6	qt6
kapptemplate	libc.so.6	aaa_glibc-solibs
kapptemplate	libc.so.6	glibc
kapptemplate	libgcc_s.so.1	aaa_libraries
kapptemplate	libgcc_s.so.1	gcc
kapptemplate	libm.so.6	aaa_glibc-solibs
kapptemplate	libm.so.6	glibc
kapptemplate	libstdc++.so.6	aaa_libraries
kapptemplate	libstdc++.so.6	gcc-g++
karchive	libQt6Core.so.6	qt6
karchive	libbz2.so.1	aaa_libraries
karchive	libbz2.so.1	bzip2
karchive	libc.so.6	aaa_glibc-solibs
karchive	libc.so.6	glibc
karchive	libcrypto.so.3	openssl
karchive	libcrypto.so.3	openssl-solibs
karchive	libgcc_s.so.1	aaa_libraries
karchive	libgcc_s.so.1	gcc
karchive	liblzma.so.5	aaa_libraries
karchive	liblzma.so.5	xz
karchive	libm.so.6	aaa_glibc-solibs
karchive	libm.so.6	glibc
karchive	libstdc++.so.6	aaa_libraries
karchive	libstdc++.so.6	gcc-g++
karchive	libz.so.1	aaa_libraries
karchive	libz.so.1	zlib
karchive	libzstd.so.1	aaa_libraries
karchive	libzstd.so.1	zstd
karchive5	libQt5Core.so.5	qt5
karchive5	libbz2.so.1	aaa_libraries
karchive5	libbz2.so.1	bzip2
karchive5	libc.so.6	aaa_glibc-solibs
karchive5	libc.so.6	glibc
karchive5	libgcc_s.so.1	aaa_libraries
karchive5	libgcc_s.so.1	gcc
karchive5	liblzma.so.5	aaa_libraries
karchive5	liblzma.so.5	xz
karchive5	libm.so.6	aaa_glibc-solibs
karchive5	libm.so.6	glibc
karchive5	libstdc++.so.6	aaa_libraries
karchive5	libstdc++.so.6	gcc-g++
karchive5	libz.so.1	aaa_libraries
karchive5	libz.so.1	zlib
karchive5	libzstd.so.1	aaa_libraries
karchive5	libzstd.so.1	zstd
kasts	libGLX.so.0	libglvnd
kasts	libKF6BreezeIcons.so.6	breeze-icons
kasts	libKF6ColorScheme.so.6	kcolorscheme
kasts	libKF6ConfigCore.so.6	kconfig
kasts	libKF6ConfigGui.so.6	kconfig
kasts	libKF6CoreAddons.so.6	kcoreaddons
kasts	libKF6Crash.so.6	kcrash
kasts	libKF6DBusAddons.so.6	kdbusaddons
kasts	libKF6I18n.so.6	ki18n
kasts	libKF6I18nQml.so.6	ki18n
kasts	libKF6IconThemes.so.6	kiconthemes
kasts	libKF6Syndication.so.6	syndication
kasts	libKF6ThreadWeaver.so.6	threadweaver
kasts	libKF6WindowSystem.so.6	kwindowsystem
kasts	libKirigami.so.6	kirigami
kasts	libKirigamiPlatform.so.6	kirigami
kasts	libOpenGL.so.0	libglvnd
kasts	libQt6Core.so.6	qt6
kasts	libQt6DBus.so.6	qt6
kasts	libQt6Gui.so.6	qt6
kasts	libQt6Multimedia.so.6	qt6
kasts	libQt6Network.so.6	qt6
kasts	libQt6OpenGL.so.6	qt6
kasts	libQt6Qml.so.6	qt6
kasts	libQt6Quick.so.6	qt6
kasts	libQt6QuickControls2.so.6	qt6
kasts	libQt6Sql.so.6	qt6
kasts	libQt6Svg.so.6	qt6
kasts	libQt6Widgets.so.6	qt6
kasts	libQt6Xml.so.6	qt6
kasts	libX11.so.6	libX11
kasts	libc.so.6	aaa_glibc-solibs
kasts	libc.so.6	glibc
kasts	libgcc_s.so.1	aaa_libraries
kasts	libgcc_s.so.1	gcc
kasts	libglib-2.0.so.0	aaa_libraries
kasts	libglib-2.0.so.0	glib2
kasts	libgobject-2.0.so.0	aaa_libraries
kasts	libgobject-2.0.so.0	glib2
kasts	libgstreamer-1.0.so.0	gstreamer
kasts	libm.so.6	aaa_glibc-solibs
kasts	libm.so.6	glibc
kasts	libqt6keychain.so.1	qtkeychain
kasts	libstdc++.so.6	aaa_libraries
kasts	libstdc++.so.6	gcc-g++
kasts	libtag.so.2	taglib
kate	ld-linux-x86-64.so.2	aaa_glibc-solibs
kate	ld-linux-x86-64.so.2	glibc
kate	libGLX.so.0	libglvnd
kate	libKF6Archive.so.6	karchive
kate	libKF6Attica.so.6	attica
kate	libKF6Bookmarks.so.6	kbookmarks
kate	libKF6BookmarksWidgets.so.6	kbookmarks
kate	libKF6ColorScheme.so.6	kcolorscheme
kate	libKF6Completion.so.6	kcompletion
kate	libKF6ConfigCore.so.6	kconfig
kate	libKF6ConfigGui.so.6	kconfig
kate	libKF6ConfigWidgets.so.6	kconfigwidgets
kate	libKF6CoreAddons.so.6	kcoreaddons
kate	libKF6Crash.so.6	kcrash
kate	libKF6DBusAddons.so.6	kdbusaddons
kate	libKF6GuiAddons.so.6	kguiaddons
kate	libKF6I18n.so.6	ki18n
kate	libKF6IconThemes.so.6	kiconthemes
kate	libKF6IconWidgets.so.6	kiconthemes
kate	libKF6ItemViews.so.6	kitemviews
kate	libKF6JobWidgets.so.6	kjobwidgets
kate	libKF6KIOCore.so.6	kio
kate	libKF6KIOFileWidgets.so.6	kio
kate	libKF6KIOGui.so.6	kio
kate	libKF6KIOWidgets.so.6	kio
kate	libKF6NewStuffCore.so.6	knewstuff
kate	libKF6NewStuffWidgets.so.6	knewstuff
kate	libKF6Parts.so.6	kparts
kate	libKF6Service.so.6	kservice
kate	libKF6Solid.so.6	solid
kate	libKF6SyntaxHighlighting.so.6	syntax-highlighting
kate	libKF6TextEditor.so.6	ktexteditor
kate	libKF6WidgetsAddons.so.6	kwidgetsaddons
kate	libKF6WindowSystem.so.6	kwindowsystem
kate	libKF6XmlGui.so.6	kxmlgui
kate	libOpenGL.so.0	libglvnd
kate	libQt6Concurrent.so.6	qt6
kate	libQt6Core.so.6	qt6
kate	libQt6DBus.so.6	qt6
kate	libQt6Gui.so.6	qt6
kate	libQt6Network.so.6	qt6
kate	libQt6Qml.so.6	qt6
kate	libQt6Sql.so.6	qt6
kate	libQt6Widgets.so.6	qt6
kate	libQt6Xml.so.6	qt6
kate	libX11.so.6	libX11
kate	libc.so.6	aaa_glibc-solibs
kate	libc.so.6	glibc
kate	libgcc_s.so.1	aaa_libraries
kate	libgcc_s.so.1	gcc
kate	libgpgmepp.so.7	gpgmepp
kate	libm.so.6	aaa_glibc-solibs
kate	libm.so.6	glibc
kate	libqt6keychain.so.1	qtkeychain
kate	libstdc++.so.6	aaa_libraries
kate	libstdc++.so.6	gcc-g++
kate	libxkbcommon.so.0	aaa_libraries
kate	libxkbcommon.so.0	libxkbcommon
katomic	libGLX.so.0	libglvnd
katomic	libKDEGames6.so.6	libkdegames
katomic	libKF6Attica.so.6	attica
katomic	libKF6ColorScheme.so.6	kcolorscheme
katomic	libKF6ConfigCore.so.6	kconfig
katomic	libKF6ConfigGui.so.6	kconfig
katomic	libKF6ConfigWidgets.so.6	kconfigwidgets
katomic	libKF6CoreAddons.so.6	kcoreaddons
katomic	libKF6Crash.so.6	kcrash
katomic	libKF6DBusAddons.so.6	kdbusaddons
katomic	libKF6GuiAddons.so.6	kguiaddons
katomic	libKF6I18n.so.6	ki18n
katomic	libKF6IconThemes.so.6	kiconthemes
katomic	libKF6NewStuffCore.so.6	knewstuff
katomic	libKF6NewStuffWidgets.so.6	knewstuff
katomic	libKF6WidgetsAddons.so.6	kwidgetsaddons
katomic	libKF6XmlGui.so.6	kxmlgui
katomic	libOpenGL.so.0	libglvnd
katomic	libQt6Core.so.6	qt6
katomic	libQt6DBus.so.6	qt6
katomic	libQt6Gui.so.6	qt6
katomic	libQt6Network.so.6	qt6
katomic	libQt6Qml.so.6	qt6
katomic	libQt6Widgets.so.6	qt6
katomic	libQt6Xml.so.6	qt6
katomic	libc.so.6	aaa_glibc-solibs
katomic	libc.so.6	glibc
katomic	libgcc_s.so.1	aaa_libraries
katomic	libgcc_s.so.1	gcc
katomic	libm.so.6	aaa_glibc-solibs
katomic	libm.so.6	glibc
katomic	libstdc++.so.6	aaa_libraries
katomic	libstdc++.so.6	gcc-g++
kauth	libGLX.so.0	libglvnd
kauth	libKF6CoreAddons.so.6	kcoreaddons
kauth	libKF6WindowSystem.so.6	kwindowsystem
kauth	libOpenGL.so.0	libglvnd
kauth	libQt6Core.so.6	qt6
kauth	libQt6DBus.so.6	qt6
kauth	libQt6Gui.so.6	qt6
kauth	libX11.so.6	libX11
kauth	libc.so.6	aaa_glibc-solibs
kauth	libc.so.6	glibc
kauth	libgcc_s.so.1	aaa_libraries
kauth	libgcc_s.so.1	gcc
kauth	libm.so.6	aaa_glibc-solibs
kauth	libm.so.6	glibc
kauth	libpolkit-qt6-core-1.so.1	polkit-qt-1
kauth	libstdc++.so.6	aaa_libraries
kauth	libstdc++.so.6	gcc-g++
kauth5	libKF5CoreAddons.so.5	kcoreaddons5
kauth5	libQt5Core.so.5	qt5
kauth5	libQt5DBus.so.5	qt5
kauth5	libQt5Gui.so.5	qt5
kauth5	libQt5Widgets.so.5	qt5
kauth5	libc.so.6	aaa_glibc-solibs
kauth5	libc.so.6	glibc
kauth5	libgcc_s.so.1	aaa_libraries
kauth5	libgcc_s.so.1	gcc
kauth5	libm.so.6	aaa_glibc-solibs
kauth5	libm.so.6	glibc
kauth5	libpolkit-qt5-core-1.so.1	polkit-qt-1
kauth5	libstdc++.so.6	aaa_libraries
kauth5	libstdc++.so.6	gcc-g++
kbackup	libGLX.so.0	libglvnd
kbackup	libKF6Archive.so.6	karchive
kbackup	libKF6Bookmarks.so.6	kbookmarks
kbackup	libKF6ColorScheme.so.6	kcolorscheme
kbackup	libKF6Completion.so.6	kcompletion
kbackup	libKF6ConfigCore.so.6	kconfig
kbackup	libKF6ConfigGui.so.6	kconfig
kbackup	libKF6ConfigWidgets.so.6	kconfigwidgets
kbackup	libKF6CoreAddons.so.6	kcoreaddons
kbackup	libKF6GuiAddons.so.6	kguiaddons
kbackup	libKF6I18n.so.6	ki18n
kbackup	libKF6IconThemes.so.6	kiconthemes
kbackup	libKF6ItemViews.so.6	kitemviews
kbackup	libKF6JobWidgets.so.6	kjobwidgets
kbackup	libKF6KIOCore.so.6	kio
kbackup	libKF6KIOFileWidgets.so.6	kio
kbackup	libKF6KIOGui.so.6	kio
kbackup	libKF6KIOWidgets.so.6	kio
kbackup	libKF6Notifications.so.6	knotifications
kbackup	libKF6Service.so.6	kservice
kbackup	libKF6Solid.so.6	solid
kbackup	libKF6StatusNotifierItem.so.6	kstatusnotifieritem
kbackup	libKF6WidgetsAddons.so.6	kwidgetsaddons
kbackup	libKF6XmlGui.so.6	kxmlgui
kbackup	libOpenGL.so.0	libglvnd
kbackup	libQt6Core.so.6	qt6
kbackup	libQt6Core5Compat.so.6	qt6
kbackup	libQt6DBus.so.6	qt6
kbackup	libQt6Gui.so.6	qt6
kbackup	libQt6Network.so.6	qt6
kbackup	libQt6Widgets.so.6	qt6
kbackup	libQt6Xml.so.6	qt6
kbackup	libarchive.so.13	libarchive
kbackup	libc.so.6	aaa_glibc-solibs
kbackup	libc.so.6	glibc
kbackup	libgcc_s.so.1	aaa_libraries
kbackup	libgcc_s.so.1	gcc
kbackup	libm.so.6	aaa_glibc-solibs
kbackup	libm.so.6	glibc
kbackup	libstdc++.so.6	aaa_libraries
kbackup	libstdc++.so.6	gcc-g++
kbd	libc.so.6	aaa_glibc-solibs
kbd	libc.so.6	glibc
kbd	libpam.so.0	pam
kbd	libpam_misc.so.0	pam
kbd	libxkbcommon.so.0	aaa_libraries
kbd	libxkbcommon.so.0	libxkbcommon
kblackbox	libGLX.so.0	libglvnd
kblackbox	libKDEGames6.so.6	libkdegames
kblackbox	libKF6Archive.so.6	karchive
kblackbox	libKF6ColorScheme.so.6	kcolorscheme
kblackbox	libKF6ConfigCore.so.6	kconfig
kblackbox	libKF6ConfigGui.so.6	kconfig
kblackbox	libKF6ConfigWidgets.so.6	kconfigwidgets
kblackbox	libKF6CoreAddons.so.6	kcoreaddons
kblackbox	libKF6Crash.so.6	kcrash
kblackbox	libKF6DBusAddons.so.6	kdbusaddons
kblackbox	libKF6GuiAddons.so.6	kguiaddons
kblackbox	libKF6I18n.so.6	ki18n
kblackbox	libKF6IconThemes.so.6	kiconthemes
kblackbox	libKF6SonnetUi.so.6	sonnet
kblackbox	libKF6TextWidgets.so.6	ktextwidgets
kblackbox	libKF6WidgetsAddons.so.6	kwidgetsaddons
kblackbox	libKF6XmlGui.so.6	kxmlgui
kblackbox	libOpenGL.so.0	libglvnd
kblackbox	libQt6Core.so.6	qt6
kblackbox	libQt6DBus.so.6	qt6
kblackbox	libQt6Gui.so.6	qt6
kblackbox	libQt6Network.so.6	qt6
kblackbox	libQt6Qml.so.6	qt6
kblackbox	libQt6Svg.so.6	qt6
kblackbox	libQt6SvgWidgets.so.6	qt6
kblackbox	libQt6Widgets.so.6	qt6
kblackbox	libQt6Xml.so.6	qt6
kblackbox	libc.so.6	aaa_glibc-solibs
kblackbox	libc.so.6	glibc
kblackbox	libgcc_s.so.1	aaa_libraries
kblackbox	libgcc_s.so.1	gcc
kblackbox	libm.so.6	aaa_glibc-solibs
kblackbox	libm.so.6	glibc
kblackbox	libstdc++.so.6	aaa_libraries
kblackbox	libstdc++.so.6	gcc-g++
kblocks	libGLX.so.0	libglvnd
kblocks	libKDEGames6.so.6	libkdegames
kblocks	libKF6ColorScheme.so.6	kcolorscheme
kblocks	libKF6ConfigCore.so.6	kconfig
kblocks	libKF6ConfigGui.so.6	kconfig
kblocks	libKF6ConfigWidgets.so.6	kconfigwidgets
kblocks	libKF6CoreAddons.so.6	kcoreaddons
kblocks	libKF6Crash.so.6	kcrash
kblocks	libKF6DBusAddons.so.6	kdbusaddons
kblocks	libKF6GuiAddons.so.6	kguiaddons
kblocks	libKF6I18n.so.6	ki18n
kblocks	libKF6IconThemes.so.6	kiconthemes
kblocks	libKF6WidgetsAddons.so.6	kwidgetsaddons
kblocks	libKF6XmlGui.so.6	kxmlgui
kblocks	libOpenGL.so.0	libglvnd
kblocks	libQt6Core.so.6	qt6
kblocks	libQt6DBus.so.6	qt6
kblocks	libQt6Gui.so.6	qt6
kblocks	libQt6Network.so.6	qt6
kblocks	libQt6Qml.so.6	qt6
kblocks	libQt6Svg.so.6	qt6
kblocks	libQt6SvgWidgets.so.6	qt6
kblocks	libQt6Widgets.so.6	qt6
kblocks	libQt6Xml.so.6	qt6
kblocks	libc.so.6	aaa_glibc-solibs
kblocks	libc.so.6	glibc
kblocks	libgcc_s.so.1	aaa_libraries
kblocks	libgcc_s.so.1	gcc
kblocks	libm.so.6	aaa_glibc-solibs
kblocks	libm.so.6	glibc
kblocks	libstdc++.so.6	aaa_libraries
kblocks	libstdc++.so.6	gcc-g++
kbookmarks	libGLX.so.0	libglvnd
kbookmarks	libKF6ConfigCore.so.6	kconfig
kbookmarks	libKF6ConfigGui.so.6	kconfig
kbookmarks	libKF6CoreAddons.so.6	kcoreaddons
kbookmarks	libKF6WidgetsAddons.so.6	kwidgetsaddons
kbookmarks	libOpenGL.so.0	libglvnd
kbookmarks	libQt6Core.so.6	qt6
kbookmarks	libQt6Gui.so.6	qt6
kbookmarks	libQt6Widgets.so.6	qt6
kbookmarks	libQt6Xml.so.6	qt6
kbookmarks	libc.so.6	aaa_glibc-solibs
kbookmarks	libc.so.6	glibc
kbookmarks	libgcc_s.so.1	aaa_libraries
kbookmarks	libgcc_s.so.1	gcc
kbookmarks	libm.so.6	aaa_glibc-solibs
kbookmarks	libm.so.6	glibc
kbookmarks	libstdc++.so.6	aaa_libraries
kbookmarks	libstdc++.so.6	gcc-g++
kbookmarks5	libKF5Auth.so.5	kauth5
kbookmarks5	libKF5AuthCore.so.5	kauth5
kbookmarks5	libKF5Codecs.so.5	kcodecs5
kbookmarks5	libKF5ConfigCore.so.5	kconfig5
kbookmarks5	libKF5ConfigGui.so.5	kconfig5
kbookmarks5	libKF5ConfigWidgets.so.5	kconfigwidgets5
kbookmarks5	libKF5CoreAddons.so.5	kcoreaddons5
kbookmarks5	libKF5WidgetsAddons.so.5	kwidgetsaddons5
kbookmarks5	libKF5XmlGui.so.5	kxmlgui5
kbookmarks5	libQt5Core.so.5	qt5
kbookmarks5	libQt5DBus.so.5	qt5
kbookmarks5	libQt5Gui.so.5	qt5
kbookmarks5	libQt5Widgets.so.5	qt5
kbookmarks5	libQt5Xml.so.5	qt5
kbookmarks5	libc.so.6	aaa_glibc-solibs
kbookmarks5	libc.so.6	glibc
kbookmarks5	libgcc_s.so.1	aaa_libraries
kbookmarks5	libgcc_s.so.1	gcc
kbookmarks5	libm.so.6	aaa_glibc-solibs
kbookmarks5	libm.so.6	glibc
kbookmarks5	libstdc++.so.6	aaa_libraries
kbookmarks5	libstdc++.so.6	gcc-g++
kbounce	libGLX.so.0	libglvnd
kbounce	libKDEGames6.so.6	libkdegames
kbounce	libKF6ColorScheme.so.6	kcolorscheme
kbounce	libKF6Completion.so.6	kcompletion
kbounce	libKF6ConfigCore.so.6	kconfig
kbounce	libKF6ConfigGui.so.6	kconfig
kbounce	libKF6ConfigWidgets.so.6	kconfigwidgets
kbounce	libKF6CoreAddons.so.6	kcoreaddons
kbounce	libKF6Crash.so.6	kcrash
kbounce	libKF6DBusAddons.so.6	kdbusaddons
kbounce	libKF6GuiAddons.so.6	kguiaddons
kbounce	libKF6I18n.so.6	ki18n
kbounce	libKF6IconThemes.so.6	kiconthemes
kbounce	libKF6JobWidgets.so.6	kjobwidgets
kbounce	libKF6KIOCore.so.6	kio
kbounce	libKF6KIOGui.so.6	kio
kbounce	libKF6KIOWidgets.so.6	kio
kbounce	libKF6Service.so.6	kservice
kbounce	libKF6WidgetsAddons.so.6	kwidgetsaddons
kbounce	libKF6XmlGui.so.6	kxmlgui
kbounce	libOpenGL.so.0	libglvnd
kbounce	libQt6Core.so.6	qt6
kbounce	libQt6DBus.so.6	qt6
kbounce	libQt6Gui.so.6	qt6
kbounce	libQt6Network.so.6	qt6
kbounce	libQt6Qml.so.6	qt6
kbounce	libQt6Svg.so.6	qt6
kbounce	libQt6Widgets.so.6	qt6
kbounce	libQt6Xml.so.6	qt6
kbounce	libc.so.6	aaa_glibc-solibs
kbounce	libc.so.6	glibc
kbounce	libgcc_s.so.1	aaa_libraries
kbounce	libgcc_s.so.1	gcc
kbounce	libm.so.6	aaa_glibc-solibs
kbounce	libm.so.6	glibc
kbounce	libstdc++.so.6	aaa_libraries
kbounce	libstdc++.so.6	gcc-g++
kbreakout	libGLX.so.0	libglvnd
kbreakout	libKDEGames6.so.6	libkdegames
kbreakout	libKF6ColorScheme.so.6	kcolorscheme
kbreakout	libKF6ConfigCore.so.6	kconfig
kbreakout	libKF6ConfigGui.so.6	kconfig
kbreakout	libKF6ConfigWidgets.so.6	kconfigwidgets
kbreakout	libKF6CoreAddons.so.6	kcoreaddons
kbreakout	libKF6Crash.so.6	kcrash
kbreakout	libKF6DBusAddons.so.6	kdbusaddons
kbreakout	libKF6GuiAddons.so.6	kguiaddons
kbreakout	libKF6I18n.so.6	ki18n
kbreakout	libKF6I18nQml.so.6	ki18n
kbreakout	libKF6IconThemes.so.6	kiconthemes
kbreakout	libKF6WidgetsAddons.so.6	kwidgetsaddons
kbreakout	libKF6XmlGui.so.6	kxmlgui
kbreakout	libOpenGL.so.0	libglvnd
kbreakout	libQt6Core.so.6	qt6
kbreakout	libQt6DBus.so.6	qt6
kbreakout	libQt6Gui.so.6	qt6
kbreakout	libQt6Network.so.6	qt6
kbreakout	libQt6OpenGL.so.6	qt6
kbreakout	libQt6Qml.so.6	qt6
kbreakout	libQt6Quick.so.6	qt6
kbreakout	libQt6QuickWidgets.so.6	qt6
kbreakout	libQt6Widgets.so.6	qt6
kbreakout	libQt6Xml.so.6	qt6
kbreakout	libc.so.6	aaa_glibc-solibs
kbreakout	libc.so.6	glibc
kbreakout	libgcc_s.so.1	aaa_libraries
kbreakout	libgcc_s.so.1	gcc
kbreakout	libm.so.6	aaa_glibc-solibs
kbreakout	libm.so.6	glibc
kbreakout	libstdc++.so.6	aaa_libraries
kbreakout	libstdc++.so.6	gcc-g++
kbruch	libGLX.so.0	libglvnd
kbruch	libKF6ColorScheme.so.6	kcolorscheme
kbruch	libKF6ConfigCore.so.6	kconfig
kbruch	libKF6ConfigGui.so.6	kconfig
kbruch	libKF6ConfigWidgets.so.6	kconfigwidgets
kbruch	libKF6CoreAddons.so.6	kcoreaddons
kbruch	libKF6Crash.so.6	kcrash
kbruch	libKF6GuiAddons.so.6	kguiaddons
kbruch	libKF6I18n.so.6	ki18n
kbruch	libKF6WidgetsAddons.so.6	kwidgetsaddons
kbruch	libKF6XmlGui.so.6	kxmlgui
kbruch	libOpenGL.so.0	libglvnd
kbruch	libQt6Core.so.6	qt6
kbruch	libQt6DBus.so.6	qt6
kbruch	libQt6Gui.so.6	qt6
kbruch	libQt6Widgets.so.6	qt6
kbruch	libQt6Xml.so.6	qt6
kbruch	libc.so.6	aaa_glibc-solibs
kbruch	libc.so.6	glibc
kbruch	libgcc_s.so.1	aaa_libraries
kbruch	libgcc_s.so.1	gcc
kbruch	libm.so.6	aaa_glibc-solibs
kbruch	libm.so.6	glibc
kbruch	libstdc++.so.6	aaa_libraries
kbruch	libstdc++.so.6	gcc-g++
kcachegrind	libGLX.so.0	libglvnd
kcachegrind	libKF6Archive.so.6	karchive
kcachegrind	libKF6ColorScheme.so.6	kcolorscheme
kcachegrind	libKF6Completion.so.6	kcompletion
kcachegrind	libKF6ConfigCore.so.6	kconfig
kcachegrind	libKF6ConfigGui.so.6	kconfig
kcachegrind	libKF6ConfigWidgets.so.6	kconfigwidgets
kcachegrind	libKF6CoreAddons.so.6	kcoreaddons
kcachegrind	libKF6DBusAddons.so.6	kdbusaddons
kcachegrind	libKF6GuiAddons.so.6	kguiaddons
kcachegrind	libKF6I18n.so.6	ki18n
kcachegrind	libKF6JobWidgets.so.6	kjobwidgets
kcachegrind	libKF6KIOCore.so.6	kio
kcachegrind	libKF6KIOGui.so.6	kio
kcachegrind	libKF6KIOWidgets.so.6	kio
kcachegrind	libKF6Service.so.6	kservice
kcachegrind	libKF6WidgetsAddons.so.6	kwidgetsaddons
kcachegrind	libKF6XmlGui.so.6	kxmlgui
kcachegrind	libOpenGL.so.0	libglvnd
kcachegrind	libQt6Core.so.6	qt6
kcachegrind	libQt6DBus.so.6	qt6
kcachegrind	libQt6Gui.so.6	qt6
kcachegrind	libQt6Network.so.6	qt6
kcachegrind	libQt6Widgets.so.6	qt6
kcachegrind	libQt6Xml.so.6	qt6
kcachegrind	libc.so.6	aaa_glibc-solibs
kcachegrind	libc.so.6	glibc
kcachegrind	libgcc_s.so.1	aaa_libraries
kcachegrind	libgcc_s.so.1	gcc
kcachegrind	libm.so.6	aaa_glibc-solibs
kcachegrind	libm.so.6	glibc
kcachegrind	libstdc++.so.6	aaa_libraries
kcachegrind	libstdc++.so.6	gcc-g++
kcalc	libGLX.so.0	libglvnd
kcalc	libKF6ColorScheme.so.6	kcolorscheme
kcalc	libKF6ConfigCore.so.6	kconfig
kcalc	libKF6ConfigGui.so.6	kconfig
kcalc	libKF6ConfigWidgets.so.6	kconfigwidgets
kcalc	libKF6CoreAddons.so.6	kcoreaddons
kcalc	libKF6Crash.so.6	kcrash
kcalc	libKF6GuiAddons.so.6	kguiaddons
kcalc	libKF6I18n.so.6	ki18n
kcalc	libKF6IconThemes.so.6	kiconthemes
kcalc	libKF6Notifications.so.6	knotifications
kcalc	libKF6WidgetsAddons.so.6	kwidgetsaddons
kcalc	libKF6XmlGui.so.6	kxmlgui
kcalc	libOpenGL.so.0	libglvnd
kcalc	libQt6Core.so.6	qt6
kcalc	libQt6DBus.so.6	qt6
kcalc	libQt6Gui.so.6	qt6
kcalc	libQt6Widgets.so.6	qt6
kcalc	libQt6Xml.so.6	qt6
kcalc	libc.so.6	aaa_glibc-solibs
kcalc	libc.so.6	glibc
kcalc	libgcc_s.so.1	aaa_libraries
kcalc	libgcc_s.so.1	gcc
kcalc	libgmp.so.10	aaa_libraries
kcalc	libgmp.so.10	gmp
kcalc	libm.so.6	aaa_glibc-solibs
kcalc	libm.so.6	glibc
kcalc	libmpc.so.3	aaa_libraries
kcalc	libmpc.so.3	libmpc
kcalc	libmpfr.so.6	aaa_libraries
kcalc	libmpfr.so.6	mpfr
kcalc	libstdc++.so.6	aaa_libraries
kcalc	libstdc++.so.6	gcc-g++
kcalendarcore	libGLX.so.0	libglvnd
kcalendarcore	libOpenGL.so.0	libglvnd
kcalendarcore	libQt6Core.so.6	qt6
kcalendarcore	libQt6Gui.so.6	qt6
kcalendarcore	libQt6Network.so.6	qt6
kcalendarcore	libQt6Qml.so.6	qt6
kcalendarcore	libc.so.6	aaa_glibc-solibs
kcalendarcore	libc.so.6	glibc
kcalendarcore	libgcc_s.so.1	aaa_libraries
kcalendarcore	libgcc_s.so.1	gcc
kcalendarcore	libical.so.3	libical
kcalendarcore	libicalss.so.3	libical
kcalendarcore	libicalvcal.so.3	libical
kcalendarcore	libm.so.6	aaa_glibc-solibs
kcalendarcore	libm.so.6	glibc
kcalendarcore	libstdc++.so.6	aaa_libraries
kcalendarcore	libstdc++.so.6	gcc-g++
kcalendarcore5	libQt5Core.so.5	qt5
kcalendarcore5	libQt5Gui.so.5	qt5
kcalendarcore5	libc.so.6	aaa_glibc-solibs
kcalendarcore5	libc.so.6	glibc
kcalendarcore5	libgcc_s.so.1	aaa_libraries
kcalendarcore5	libgcc_s.so.1	gcc
kcalendarcore5	libical.so.3	libical
kcalendarcore5	libicalss.so.3	libical
kcalendarcore5	libicalvcal.so.3	libical
kcalendarcore5	libm.so.6	aaa_glibc-solibs
kcalendarcore5	libm.so.6	glibc
kcalendarcore5	libstdc++.so.6	aaa_libraries
kcalendarcore5	libstdc++.so.6	gcc-g++
kcalutils	libGLX.so.0	libglvnd
kcalutils	libKF6CalendarCore.so.6	kcalendarcore
kcalutils	libKF6Codecs.so.6	kcodecs
kcalutils	libKF6CoreAddons.so.6	kcoreaddons
kcalutils	libKF6I18n.so.6	ki18n
